Issue,Entity,Field,Source File,Why It Matters,Suggested Resolution,Priority,Approval Status
Field appears across multiple source statuses,Simulation,name,ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; app.js; js/m0/foundation.js; js/sim/tests/ai-school-tests.js; js/sim/tests/alumni-tests.js; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,offtheball,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,other,harness/run.js; harness/runs/loop-status.json; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,pace,app.js; data/fbs-world.js; harness/scenarios/registry.js; harness/seeded-roster.js; harness/soak.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,passblocking,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,passrush,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,playcalling,data/demo-world.js; js/sim/staff/coaching-carousel.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,plays,app.js; harness/runs/loop-status.json; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,pos,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,positioning,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,pressure,app.js; data/demo-world.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,punt,harness/run.js; harness/runs/loop-status.json; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,punting,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,routerunning,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,runblocking,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,school,ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; js/sim/tests/ai-nil-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,seed,app.js; harness/run.js; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,stamina,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js; js/sim/tests/injury-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,strength,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,tackling,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,td,harness/run.js; harness/runs/loop-status.json; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,teamwork,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,technique,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,throwing,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,type,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; harness/runs/loop-status.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json; harness/runs/seed_102/summary.json; harness/runs/seed_103/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,vision,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,width,app.js; cfl_agent_repo_pack/tests/visual/playwright-visual-template.spec.ts,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,wins,app.js; data/demo-world.js; data/fbs-world.js; js/sim/ai/ai-school.js; js/sim/tests/coaching-carousel-tests.js; js/sim/tests/invariants-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,workrate,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,year,app.js; data/fbs-world.js; js/sim/archive/alumni-archive.js; js/sim/awards/awards-engine.js; js/sim/realignment/realignment-engine.js; js/sim/tests/alumni-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,accessibility,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,acoustics,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,atmosphere,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,broadcastinfrastructure,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,capacity,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,concessionquality,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,crowdnoise,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,drainagequality,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,emergencypreparedness,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,expansionpotential,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,familyamenities,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,fieldheating,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,homefieldadvantage,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,id,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/game_data/image_style_presets.json; ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,label,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; app.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,lightingquality,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,lockerroomquality,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,maintenancediscipline,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,medicalbayquality,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,name,.claude/launch.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,officialsfacilities,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,parkingaccess,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,practicefieldadjacency,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,pressfacilities,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,replaysupport,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,revenueefficiency,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,scoreboardtech,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,securityreadiness,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,sightlines,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,structuralcondition,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,studentsectionenergy,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,sustainability,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,trainingcomplexlink,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,transitaccess,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,travelteamfacilities,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,turfquality,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,vipsuites,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Stadium,weathercontrol,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Staff,adaptability,data/demo-world.js; js/sim/staff/coaching-carousel.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Staff,ambition,data/demo-world.js; js/sim/staff/coaching-carousel.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Staff,discipline,data/demo-world.js; js/sim/staff/coaching-carousel.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Staff,loyalty,data/demo-world.js; js/sim/staff/coaching-carousel.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Staff,pressurehandling,data/demo-world.js; js/sim/staff/coaching-carousel.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,acceleration,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,aggression,app.js; data/demo-world.js; harness/scenarios/registry.js; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,agility,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,anticipation,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,balance,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,ballcarrying,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,bravery,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,catching,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,composure,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,concentration,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,conference,ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; app.js; harness/soak.js; js/sim/media/voices-engine.js; js/sim/tests/realignment-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,coverage,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,determination,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,firsttouch,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,flair,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,id,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/game_data/image_style_presets.json; ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,jumping,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,kicking,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,label,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; app.js; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,leadership,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,longsnapping,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,losses,data/fbs-world.js; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,loyalty,data/demo-world.js; js/sim/tests/portal-v2-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,min,data/fbs-world.js; harness/run.js; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,name,.claude/launch.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,offtheball,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,osu,data/fbs-world.js; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,passblocking,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,passrush,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,punting,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,routerunning,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,runblocking,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,schoolname,ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; js/sim/recruiting/ai-recruiting.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,stamina,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,strength,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,teamid,harness/run.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,teams,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,teamwork,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,tx,data/fbs-world.js; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,type,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; js/sim/playgen/drive-engine.js; js/sim/playgen/play-resolver.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,vision,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Team,wins,data/fbs-world.js; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,aug 30,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,cb,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,check,harness/runs/seed_1/anomalies.json; harness/runs/seed_10/anomalies.json; harness/runs/seed_100/anomalies.json; harness/runs/seed_101/anomalies.json; harness/runs/seed_102/anomalies.json; harness/runs/seed_103/anomalies.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,description,ai-pack/cfl_ui_asset_manifest_pack/manifests/ui_asset_manifest.csv; ai-pack/cfl_ui_asset_manifest_pack/manifests/ui_asset_manifest.json; package.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,edge,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,fr,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,hb,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,jr,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,json,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; harness/scenario.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,lastat,harness/loop.js; harness/runs/loop-status.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,lastiter,harness/loop.js; harness/runs/loop-status.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,lastsummary,harness/loop.js; harness/runs/loop-status.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,lt,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,nov 1,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,nov 22,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,nov 8,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,oct 11,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,oct 18,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,oct 25,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,oct 4,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,pid,harness/loop.js; harness/runs/loop-status.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,pos,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Unclassified,qb,app.js; data/fbs-world.js; harness/scenarios/registry.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
