uniformId,schoolId,setName,helmetModel,helmetShellColor,facemaskColor,stripeStyle,stripeColor,jerseyBaseColor,numberColor,wordmark,sleeveStripe,pantsColor,pantsStripe,socksColor,glovesColor,cleatsColor
uniform_ole_miss_alternate_1,school_ole_miss,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,MISS,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_ole_miss_alternate_2,school_ole_miss,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,MISS,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_ole_miss_rivalry,school_ole_miss,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,MISS,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_south_carolina_home,school_south_carolina,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,SCAR,single,white,team.accent,team.primary,team.secondary,black
uniform_south_carolina_away,school_south_carolina,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,SCAR,single,white,team.accent,team.primary,team.secondary,black
uniform_south_carolina_alternate_1,school_south_carolina,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,SCAR,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_south_carolina_alternate_2,school_south_carolina,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,SCAR,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_south_carolina_rivalry,school_south_carolina,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,SCAR,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_tennessee_home,school_tennessee,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,TENN,triple,white,team.accent,team.primary,team.secondary,black
uniform_tennessee_away,school_tennessee,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,TENN,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_tennessee_alternate_1,school_tennessee,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,TENN,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_tennessee_alternate_2,school_tennessee,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TENN,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_tennessee_rivalry,school_tennessee,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TENN,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_texas_home,school_texas,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,TEX,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_texas_away,school_texas,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,TEX,triple,black,team.accent,team.primary,team.secondary,black
uniform_texas_alternate_1,school_texas,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TEX,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_texas_alternate_2,school_texas,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,TEX,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_texas_rivalry,school_texas,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TEX,triple,white,team.accent,team.primary,team.secondary,black
uniform_texas_a_m_home,school_texas_a_m,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,TAMU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_texas_a_m_away,school_texas_a_m,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,TAMU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_texas_a_m_alternate_1,school_texas_a_m,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TAMU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_texas_a_m_alternate_2,school_texas_a_m,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,TAMU,single,white,team.accent,team.primary,team.secondary,black
uniform_texas_a_m_rivalry,school_texas_a_m,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TAMU,triple,black,team.accent,team.primary,team.secondary,black
uniform_vanderbilt_home,school_vanderbilt,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,VAN,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_vanderbilt_away,school_vanderbilt,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,VAN,triple,black,team.accent,team.primary,team.secondary,black
uniform_vanderbilt_alternate_1,school_vanderbilt,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,VAN,triple,black,team.accent,team.primary,team.secondary,black
uniform_vanderbilt_alternate_2,school_vanderbilt,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,VAN,single,black,team.accent,team.primary,team.secondary,black
uniform_vanderbilt_rivalry,school_vanderbilt,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,VAN,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_army_home,school_army,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,ARMY,triple,black,team.accent,team.primary,team.secondary,black
uniform_army_away,school_army,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,ARMY,single,white,team.accent,team.primary,team.secondary,black
uniform_army_alternate_1,school_army,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ARMY,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_army_alternate_2,school_army,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ARMY,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_army_rivalry,school_army,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ARMY,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_charlotte_home,school_charlotte,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,CLT,none,white,team.accent,team.primary,team.secondary,black
uniform_charlotte_away,school_charlotte,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,CLT,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_charlotte_alternate_1,school_charlotte,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,CLT,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_charlotte_alternate_2,school_charlotte,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,CLT,triple,black,team.accent,team.primary,team.secondary,black
uniform_charlotte_rivalry,school_charlotte,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,CLT,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_east_carolina_home,school_east_carolina,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,ECU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_east_carolina_away,school_east_carolina,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,ECU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_east_carolina_alternate_1,school_east_carolina,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ECU,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_east_carolina_alternate_2,school_east_carolina,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ECU,single,white,team.accent,team.primary,team.secondary,black
uniform_east_carolina_rivalry,school_east_carolina,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ECU,triple,white,team.accent,team.primary,team.secondary,black
uniform_florida_atlantic_home,school_florida_atlantic,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,FAU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_florida_atlantic_away,school_florida_atlantic,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,FAU,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_florida_atlantic_alternate_1,school_florida_atlantic,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,FAU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_florida_atlantic_alternate_2,school_florida_atlantic,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,FAU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_florida_atlantic_rivalry,school_florida_atlantic,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,FAU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_memphis_home,school_memphis,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,MEM,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_memphis_away,school_memphis,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,MEM,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_memphis_alternate_1,school_memphis,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,MEM,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_memphis_alternate_2,school_memphis,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,MEM,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_memphis_rivalry,school_memphis,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,MEM,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_navy_home,school_navy,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,NAVY,single,black,team.accent,team.primary,team.secondary,black
uniform_navy_away,school_navy,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,NAVY,triple,black,team.accent,team.primary,team.secondary,black
uniform_navy_alternate_1,school_navy,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,NAVY,none,black,team.accent,team.primary,team.secondary,black
uniform_navy_alternate_2,school_navy,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,NAVY,none,white,team.accent,team.primary,team.secondary,black
uniform_navy_rivalry,school_navy,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,NAVY,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_north_texas_home,school_north_texas,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,UNT,single,white,team.accent,team.primary,team.secondary,black
uniform_north_texas_away,school_north_texas,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UNT,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_north_texas_alternate_1,school_north_texas,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,UNT,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_north_texas_alternate_2,school_north_texas,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,UNT,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_north_texas_rivalry,school_north_texas,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UNT,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_rice_home,school_rice,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,RICE,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_rice_away,school_rice,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,RICE,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_rice_alternate_1,school_rice,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,RICE,triple,white,team.accent,team.primary,team.secondary,black
uniform_rice_alternate_2,school_rice,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,RICE,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_rice_rivalry,school_rice,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,RICE,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_temple_home,school_temple,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,TEMP,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_temple_away,school_temple,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,TEMP,triple,black,team.accent,team.primary,team.secondary,black
uniform_temple_alternate_1,school_temple,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TEMP,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_temple_alternate_2,school_temple,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TEMP,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_temple_rivalry,school_temple,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TEMP,none,white,team.accent,team.primary,team.secondary,black
uniform_tulane_home,school_tulane,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,TULN,single,black,team.accent,team.primary,team.secondary,black
uniform_tulane_away,school_tulane,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,TULN,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_tulane_alternate_1,school_tulane,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TULN,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_tulane_alternate_2,school_tulane,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TULN,single,black,team.accent,team.primary,team.secondary,black
uniform_tulane_rivalry,school_tulane,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TULN,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_tulsa_home,school_tulsa,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,TLSA,triple,white,team.accent,team.primary,team.secondary,black
uniform_tulsa_away,school_tulsa,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,TLSA,none,white,team.accent,team.primary,team.secondary,black
uniform_tulsa_alternate_1,school_tulsa,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TLSA,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_tulsa_alternate_2,school_tulsa,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TLSA,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_tulsa_rivalry,school_tulsa,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TLSA,none,white,team.accent,team.primary,team.secondary,black
uniform_uab_home,school_uab,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,UAB,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_uab_away,school_uab,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,UAB,single,black,team.accent,team.primary,team.secondary,black
uniform_uab_alternate_1,school_uab,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UAB,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_uab_alternate_2,school_uab,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UAB,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_uab_rivalry,school_uab,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UAB,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_usf_home,school_usf,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,USF,single,white,team.accent,team.primary,team.secondary,black
uniform_usf_away,school_usf,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,USF,none,black,team.accent,team.primary,team.secondary,black
uniform_usf_alternate_1,school_usf,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,USF,none,black,team.accent,team.primary,team.secondary,black
uniform_usf_alternate_2,school_usf,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,USF,none,black,team.accent,team.primary,team.secondary,black
uniform_usf_rivalry,school_usf,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,USF,single,white,team.accent,team.primary,team.secondary,black
uniform_utsa_home,school_utsa,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,UTSA,none,black,team.accent,team.primary,team.secondary,black
uniform_utsa_away,school_utsa,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UTSA,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_utsa_alternate_1,school_utsa,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UTSA,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_utsa_alternate_2,school_utsa,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UTSA,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_utsa_rivalry,school_utsa,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UTSA,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_delaware_home,school_delaware,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,DEL,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_delaware_away,school_delaware,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,DEL,single,black,team.accent,team.primary,team.secondary,black
uniform_delaware_alternate_1,school_delaware,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,DEL,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_delaware_alternate_2,school_delaware,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,DEL,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_delaware_rivalry,school_delaware,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,DEL,none,black,team.accent,team.primary,team.secondary,black
uniform_fiu_home,school_fiu,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,FIU,triple,white,team.accent,team.primary,team.secondary,black
uniform_fiu_away,school_fiu,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,FIU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_fiu_alternate_1,school_fiu,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,FIU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_fiu_alternate_2,school_fiu,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,FIU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_fiu_rivalry,school_fiu,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,FIU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_jacksonville_state_home,school_jacksonville_state,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,JVST,single,white,team.accent,team.primary,team.secondary,black
uniform_jacksonville_state_away,school_jacksonville_state,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,JVST,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_jacksonville_state_alternate_1,school_jacksonville_state,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,JVST,single,black,team.accent,team.primary,team.secondary,black
uniform_jacksonville_state_alternate_2,school_jacksonville_state,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,JVST,triple,black,team.accent,team.primary,team.secondary,black
uniform_jacksonville_state_rivalry,school_jacksonville_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,JVST,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kennesaw_state_home,school_kennesaw_state,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,KENN,none,black,team.accent,team.primary,team.secondary,black
uniform_kennesaw_state_away,school_kennesaw_state,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,KENN,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_kennesaw_state_alternate_1,school_kennesaw_state,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,KENN,triple,white,team.accent,team.primary,team.secondary,black
uniform_kennesaw_state_alternate_2,school_kennesaw_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,KENN,none,white,team.accent,team.primary,team.secondary,black
uniform_kennesaw_state_rivalry,school_kennesaw_state,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,KENN,none,black,team.accent,team.primary,team.secondary,black
uniform_liberty_home,school_liberty,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,LIB,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_liberty_away,school_liberty,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,LIB,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_liberty_alternate_1,school_liberty,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,LIB,single,black,team.accent,team.primary,team.secondary,black
uniform_liberty_alternate_2,school_liberty,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,LIB,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_liberty_rivalry,school_liberty,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,LIB,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_middle_tennessee_home,school_middle_tennessee,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,MTSU,none,white,team.accent,team.primary,team.secondary,black
uniform_middle_tennessee_away,school_middle_tennessee,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,MTSU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_middle_tennessee_alternate_1,school_middle_tennessee,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,MTSU,single,white,team.accent,team.primary,team.secondary,black
uniform_middle_tennessee_alternate_2,school_middle_tennessee,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,MTSU,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_middle_tennessee_rivalry,school_middle_tennessee,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,MTSU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_missouri_state_home,school_missouri_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,MOST,single,white,team.accent,team.primary,team.secondary,black
uniform_missouri_state_away,school_missouri_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,MOST,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_missouri_state_alternate_1,school_missouri_state,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,MOST,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_missouri_state_alternate_2,school_missouri_state,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,MOST,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_missouri_state_rivalry,school_missouri_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,MOST,none,white,team.accent,team.primary,team.secondary,black
uniform_new_mexico_state_home,school_new_mexico_state,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,NMSU,none,black,team.accent,team.primary,team.secondary,black
uniform_new_mexico_state_away,school_new_mexico_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,NMSU,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_new_mexico_state_alternate_1,school_new_mexico_state,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,NMSU,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_new_mexico_state_alternate_2,school_new_mexico_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,NMSU,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_new_mexico_state_rivalry,school_new_mexico_state,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,NMSU,triple,white,team.accent,team.primary,team.secondary,black
uniform_sam_houston_home,school_sam_houston,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,SHSU,triple,white,team.accent,team.primary,team.secondary,black
uniform_sam_houston_away,school_sam_houston,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,SHSU,none,black,team.accent,team.primary,team.secondary,black
uniform_sam_houston_alternate_1,school_sam_houston,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,SHSU,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_sam_houston_alternate_2,school_sam_houston,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,SHSU,none,white,team.accent,team.primary,team.secondary,black
uniform_sam_houston_rivalry,school_sam_houston,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,SHSU,none,black,team.accent,team.primary,team.secondary,black
uniform_western_kentucky_home,school_western_kentucky,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,WKU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_western_kentucky_away,school_western_kentucky,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,WKU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_western_kentucky_alternate_1,school_western_kentucky,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,WKU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_western_kentucky_alternate_2,school_western_kentucky,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WKU,single,white,team.accent,team.primary,team.secondary,black
uniform_western_kentucky_rivalry,school_western_kentucky,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,WKU,single,white,team.accent,team.primary,team.secondary,black
uniform_akron_home,school_akron,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,AKR,triple,white,team.accent,team.primary,team.secondary,black
uniform_akron_away,school_akron,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,AKR,single,white,team.accent,team.primary,team.secondary,black
uniform_akron_alternate_1,school_akron,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,AKR,northwestern,white,team.accent,team.primary,team.secondary,black
