personId,primaryRoleId,age,reputation,offensivePhilosophyId,defensivePhilosophyId,personalityId,recruitingAbility,playerDevelopment,playCalling,leadership,motivation,discipline,adaptability,scouting,nilInfluence,pipelineStrength,ambition,loyalty,contractYears,salary,buyout
person_007862,wr_coach,35,77,Power Spread,Tite Front,schemer,99,68,99,66,58,72,99,77,89,78,57,32,6,7715531,39530465
person_007863,ol_coach,51,59,Pistol Option,Bear Front,detail_oriented,38,56,64,61,75,60,55,75,63,68,73,96,4,5251821,30888099
person_007864,dl_coach,43,69,Air Raid,3-4,players_coach,96,72,32,87,63,74,72,63,73,52,62,72,1,9090054,30416876
person_007865,lb_coach,66,53,RPO Spread,Tite Front,hard_nosed,39,56,33,41,43,55,61,43,8,34,45,75,3,5199934,20980799
person_007866,db_coach,50,57,Pro Style,Multiple,schemer,67,66,48,56,36,79,51,53,58,48,53,55,2,20364540,22786744
person_007867,strength_coach,52,37,Veer & Shoot,4-3,players_coach,34,52,35,35,25,85,26,50,33,54,51,50,4,1765188,3189818
person_007868,nil_director,43,39,West Coast,4-3,CEO,19,44,32,48,21,82,21,45,35,42,59,77,5,2606454,10743464
person_007974,head_coach,68,70,Multiple,Bear Front,CEO,71,51,96,62,74,74,58,56,80,49,38,95,6,21302953,21193133
person_007975,offensive_coordinator,36,63,Pro Style,Nickel,CEO,60,50,72,52,46,71,48,71,83,56,52,66,6,14417092,8274707
person_007976,defensive_coordinator,47,52,West Coast,Tite Front,recruiter,62,56,42,41,55,59,66,41,40,47,76,49,6,9561042,7943830
person_007977,special_teams_coordinator,52,57,Power Run,3-4,detail_oriented,67,38,47,71,76,82,56,54,38,54,58,55,5,8132873,24184492
person_007978,recruiting_coordinator,52,55,Air Raid,3-3-5,detail_oriented,46,43,41,58,48,56,48,62,59,60,82,55,6,12961593,10143473
person_007979,qb_coach,41,55,Air Raid,3-3-5,recruiter,59,37,70,56,51,74,49,49,69,47,91,76,6,10264179,9777979
person_007980,rb_coach,59,50,Multiple,3-3-5,detail_oriented,31,62,25,61,43,62,57,43,50,69,99,65,5,10630655,6854137
person_007981,wr_coach,60,58,Spread Option,Tite Front,schemer,57,51,60,72,36,54,44,65,69,48,71,50,2,8454627,20616518
person_007982,ol_coach,66,50,Multiple,3-3-5,recruiter,54,53,35,37,42,96,56,49,63,35,94,72,3,8588485,21434638
person_007983,dl_coach,66,49,Multiple,3-4,hard_nosed,50,32,72,53,56,70,76,41,45,59,66,62,1,11185523,15697279
person_007984,lb_coach,64,63,West Coast,Nickel,CEO,61,70,73,55,67,49,65,82,34,79,40,44,1,19650380,31709689
person_007985,db_coach,48,68,Pro Style,Quarters Match,players_coach,71,81,64,63,70,82,85,74,75,59,90,77,6,5979909,24413121
person_007986,strength_coach,40,46,West Coast,Multiple,detail_oriented,47,23,55,25,53,66,28,59,37,54,70,67,1,8763753,18004184
person_007987,nil_director,49,58,RPO Spread,Nickel,CEO,48,39,51,66,61,52,40,57,56,84,61,73,6,19687932,22662780
person_008093,head_coach,30,49,Pistol Option,3-3-5,detail_oriented,55,40,45,61,41,51,63,33,27,57,86,77,3,11621230,14821735
person_008094,offensive_coordinator,47,61,Power Run,Tite Front,schemer,66,50,46,83,68,66,58,35,57,52,42,88,3,14493540,26068293
person_008095,defensive_coordinator,57,40,Spread Option,Pressure Multiple,schemer,12,47,39,42,71,77,36,46,48,49,70,37,5,7978061,10584709
person_008096,special_teams_coordinator,66,53,West Coast,Multiple,schemer,64,36,38,56,58,82,42,45,37,51,71,59,1,13519412,22332522
person_008097,recruiting_coordinator,35,69,Power Spread,Nickel,detail_oriented,71,75,80,72,64,75,72,78,51,67,91,35,5,19685153,12544845
person_008098,qb_coach,41,47,Power Run,Multiple,players_coach,54,67,63,53,53,68,59,51,1,25,74,93,6,12722116,11761762
person_008099,rb_coach,62,63,West Coast,3-4,players_coach,83,65,64,51,64,88,64,62,41,65,71,84,1,8411527,25718777
person_008100,wr_coach,38,67,Veer & Shoot,Nickel,CEO,81,55,59,44,46,69,72,81,84,72,58,57,5,24112407,25105048
person_008101,ol_coach,47,46,Multiple,Quarters Match,detail_oriented,57,55,41,48,29,66,46,47,33,44,53,52,4,10989273,16436893
person_008102,dl_coach,45,49,West Coast,Nickel,detail_oriented,55,36,30,52,55,80,42,52,72,53,60,53,3,13909491,7399949
person_008103,lb_coach,58,58,Pistol Option,Quarters Match,recruiter,57,77,74,52,53,99,49,64,79,72,72,44,4,11565609,11083418
person_008104,db_coach,49,47,Multiple,Nickel,hard_nosed,49,41,32,40,45,61,43,51,52,58,57,83,6,11534908,7166563
person_008105,strength_coach,50,51,Pro Style,Nickel,hard_nosed,34,53,62,43,52,86,36,60,54,62,60,47,3,14996331,7040500
person_008106,nil_director,30,52,Pro Style,Multiple,schemer,41,52,37,62,78,72,40,50,21,40,87,66,2,10679325,5569923
person_008212,head_coach,57,52,Power Run,Tite Front,hard_nosed,55,56,33,54,43,69,49,44,13,42,51,72,2,4005875,17828936
person_008213,offensive_coordinator,42,48,Power Run,4-2-5,recruiter,30,65,46,43,46,53,63,38,63,42,80,83,5,4062760,15008071
person_008214,defensive_coordinator,53,46,Multiple,Tite Front,recruiter,56,46,29,46,79,76,55,50,64,42,53,63,3,3927582,16304270
person_008215,special_teams_coordinator,55,43,West Coast,Tite Front,recruiter,31,41,64,50,33,80,17,46,72,29,69,68,3,5878197,11384625
person_008216,recruiting_coordinator,41,21,Pistol Option,Tite Front,hard_nosed,39,29,29,12,27,58,22,29,19,26,63,56,6,1026616,2098100
person_008217,qb_coach,60,49,Air Raid,4-3,recruiter,53,52,59,52,50,64,33,52,63,55,90,93,1,9078351,19006402
person_008218,rb_coach,42,52,West Coast,Nickel,CEO,53,49,46,71,43,55,47,54,50,49,42,61,2,11121073,16414692
person_008219,wr_coach,36,57,West Coast,3-4,detail_oriented,47,49,39,69,52,78,48,61,64,49,45,75,5,12787735,24397028
person_008220,ol_coach,65,64,Veer & Shoot,Multiple,detail_oriented,86,72,99,69,79,59,49,57,65,86,58,52,5,10221457,14221061
person_008221,dl_coach,68,50,Pro Style,Bear Front,detail_oriented,65,77,57,49,58,99,54,49,46,67,41,55,6,10957408,16805245
person_008222,lb_coach,61,53,Air Raid,Multiple,hard_nosed,52,49,54,43,48,80,58,46,75,45,53,33,2,6856844,18107527
person_008223,db_coach,58,41,Power Run,Tite Front,schemer,53,62,58,29,30,61,35,47,25,25,68,67,1,5779203,9363961
person_008224,strength_coach,65,40,Pro Style,Quarters Match,schemer,50,26,30,42,42,48,52,23,55,60,71,81,2,8475653,9063999
person_008225,nil_director,62,65,Pro Style,Multiple,players_coach,64,69,87,65,61,79,66,53,57,54,87,68,6,25275907,19377755
person_008331,head_coach,45,43,Multiple,Tite Front,detail_oriented,37,25,25,33,52,70,47,36,67,40,80,68,1,10672282,8797816
person_008332,offensive_coordinator,34,28,Veer & Shoot,Quarters Match,hard_nosed,27,40,15,28,18,75,30,3,13,32,80,47,5,1063248,6781521
person_008333,defensive_coordinator,49,41,West Coast,Quarters Match,schemer,26,21,18,50,32,88,29,38,61,46,48,62,2,9766279,4763401
person_008334,special_teams_coordinator,33,31,Multiple,Tite Front,players_coach,46,28,13,29,43,71,13,31,53,40,68,58,2,4687223,6906647
person_008335,recruiting_coordinator,58,15,Spread Option,4-3,recruiter,14,24,1,22,18,69,9,20,36,7,53,62,3,1124029,1967195
person_008336,qb_coach,51,40,Power Spread,Pressure Multiple,CEO,33,54,47,32,31,54,52,46,41,47,78,99,5,5659845,6098111
person_008337,rb_coach,47,49,Air Raid,4-2-5,detail_oriented,52,54,34,49,44,66,43,26,47,59,81,43,1,12361662,5780328
person_008338,wr_coach,37,37,RPO Spread,Multiple,hard_nosed,27,38,60,44,29,57,6,54,49,40,70,89,4,8760220,7150269
person_008339,ol_coach,47,39,Veer & Shoot,3-4,recruiter,46,33,44,27,45,55,30,41,27,44,43,70,4,7145657,6628671
person_008340,dl_coach,67,43,Multiple,Multiple,hard_nosed,42,62,38,31,26,72,29,35,23,32,73,78,3,6174891,8714344
person_008341,lb_coach,53,33,West Coast,3-3-5,players_coach,35,31,49,35,27,63,23,35,63,40,68,60,2,2499538,7153028
person_008342,db_coach,57,36,Spread Option,Multiple,hard_nosed,53,30,33,43,40,53,47,33,52,28,48,63,3,4761853,5750214
person_008343,strength_coach,37,22,Air Raid,Multiple,hard_nosed,22,16,1,41,18,63,29,14,25,50,50,31,1,2578775,3745644
person_008344,nil_director,66,44,Power Spread,3-3-5,hard_nosed,49,54,3,45,47,37,27,62,28,35,68,8,2,9931734,13186164
person_008450,head_coach,31,61,Pro Style,4-2-5,recruiter,44,56,61,62,54,52,66,62,57,62,63,53,4,5360396,8583386
person_008451,offensive_coordinator,32,82,Air Raid,3-3-5,recruiter,72,99,59,99,60,80,75,99,90,99,75,77,1,33973441,15275936
person_008452,defensive_coordinator,49,62,Air Raid,Bear Front,recruiter,97,69,59,50,58,73,57,56,57,75,53,64,4,18356913,16028454
person_008453,special_teams_coordinator,32,72,Spread Option,3-4,players_coach,80,80,67,74,77,66,82,82,73,58,75,51,4,18876062,32539484
person_008454,recruiting_coordinator,63,39,West Coast,Tite Front,recruiter,20,34,30,55,40,62,28,41,1,29,87,80,4,7390631,4806724
person_008455,qb_coach,37,61,West Coast,Tite Front,players_coach,50,49,57,67,70,70,55,69,51,45,55,57,2,23284798,12073831
person_008456,rb_coach,31,56,Pro Style,Tite Front,recruiter,51,45,47,59,56,33,54,63,46,47,65,72,4,7381598,16130067
person_008457,wr_coach,60,85,Power Spread,Multiple,recruiter,89,64,77,76,82,69,94,88,99,81,79,89,3,39349470,27665580
person_008458,ol_coach,36,55,Veer & Shoot,3-4,recruiter,57,50,62,42,60,52,49,47,68,63,68,67,2,16775199,15120827
person_008459,dl_coach,38,37,Pro Style,Multiple,players_coach,41,37,29,30,46,61,26,22,29,66,36,80,5,8392130,11439562
person_008460,lb_coach,32,55,Power Run,4-2-5,schemer,58,37,81,63,47,94,74,54,90,59,38,57,1,15073657,10387483
person_008461,db_coach,50,62,Multiple,Bear Front,hard_nosed,75,70,84,66,46,67,64,74,80,62,84,74,4,19593571,20299831
person_008462,strength_coach,50,47,Power Spread,Pressure Multiple,players_coach,42,55,38,49,55,56,30,52,46,25,55,83,5,12678471,17167807
person_008463,nil_director,31,71,Veer & Shoot,3-4,schemer,84,56,72,75,61,73,63,70,66,65,79,61,1,25299456,42440936
person_008569,head_coach,45,41,Veer & Shoot,Multiple,schemer,43,31,77,36,39,90,43,44,20,58,99,63,6,7088546,7807101
person_008570,offensive_coordinator,50,49,Power Spread,Quarters Match,hard_nosed,54,36,43,63,33,81,36,51,83,49,76,80,5,12298630,12432378
person_008571,defensive_coordinator,67,40,Power Spread,Nickel,players_coach,52,49,44,40,33,66,56,38,8,38,68,79,2,7343954,6145024
person_008572,special_teams_coordinator,68,44,West Coast,Nickel,players_coach,58,12,49,22,45,69,59,32,55,47,92,68,6,3602009,11470602
person_008573,recruiting_coordinator,44,51,RPO Spread,4-2-5,hard_nosed,48,56,55,42,72,45,62,62,42,81,42,83,2,14955455,14903619
person_008574,qb_coach,65,60,Spread Option,3-3-5,hard_nosed,65,80,76,67,74,69,38,73,71,64,30,42,4,17032923,29285213
person_008575,rb_coach,50,26,West Coast,4-2-5,detail_oriented,38,22,38,27,22,60,20,38,37,13,61,83,2,2306098,1864425
person_008576,wr_coach,52,51,Multiple,Quarters Match,players_coach,45,57,56,55,40,65,56,43,54,56,70,72,2,13267907,18556612
person_008577,ol_coach,47,58,Veer & Shoot,3-4,detail_oriented,54,56,49,43,53,57,61,71,32,60,55,99,6,20869547,7247792
person_008578,dl_coach,49,59,West Coast,Pressure Multiple,recruiter,38,78,55,60,40,61,47,66,61,62,53,47,6,19160792,22174272
person_008579,lb_coach,41,34,Air Raid,Pressure Multiple,CEO,16,27,17,40,54,44,8,22,75,35,63,14,2,2188029,3699568
person_008580,db_coach,60,29,West Coast,Bear Front,recruiter,38,36,41,35,25,80,11,35,25,4,77,74,5,1046152,6568410
person_008581,strength_coach,56,37,RPO Spread,4-3,players_coach,51,42,46,46,50,70,31,33,10,31,56,51,6,7576779,10196520
person_008582,nil_director,50,44,Pro Style,Multiple,CEO,28,66,44,47,51,65,47,54,55,49,57,74,2,6400758,9720388
person_008688,head_coach,60,42,Multiple,Pressure Multiple,schemer,49,36,5,30,38,49,60,31,57,49,89,75,5,10684828,11445019
person_008689,offensive_coordinator,68,53,Multiple,4-3,players_coach,52,42,15,59,66,63,65,66,64,54,74,47,5,9271036,14950643
person_008690,defensive_coordinator,45,68,RPO Spread,Quarters Match,players_coach,63,68,72,58,70,46,63,68,68,64,75,36,1,26691555,11896788
person_008691,special_teams_coordinator,42,72,Spread Option,Multiple,hard_nosed,60,55,72,90,65,63,75,82,73,99,75,99,3,28014778,18885145
person_008692,recruiting_coordinator,51,76,Air Raid,Tite Front,schemer,80,68,76,86,85,70,61,88,54,66,80,88,6,10459499,12593170
person_008693,qb_coach,38,83,Multiple,Quarters Match,schemer,81,86,90,86,91,66,92,99,99,92,87,46,5,31368773,57574536
person_008694,rb_coach,46,65,Multiple,4-2-5,players_coach,49,83,82,50,60,94,55,71,37,55,53,54,6,18803464,33867447
person_008695,wr_coach,55,56,Veer & Shoot,Quarters Match,CEO,65,47,62,59,58,52,66,41,59,54,43,67,2,14784672,18430238
person_008696,ol_coach,61,58,Power Spread,3-4,hard_nosed,51,49,50,61,69,81,58,42,46,69,70,73,6,12562875,13438353
person_008697,dl_coach,60,52,Veer & Shoot,Bear Front,hard_nosed,63,49,42,47,40,70,45,40,74,60,84,69,2,10723927,13412791
person_008698,lb_coach,67,59,Veer & Shoot,Quarters Match,schemer,65,56,63,63,72,88,56,81,70,69,79,44,2,20499784,27067548
person_008699,db_coach,53,64,Pro Style,Tite Front,players_coach,68,74,50,54,56,72,51,65,62,66,65,69,1,14825395,28531627
person_008700,strength_coach,61,42,Pistol Option,Quarters Match,hard_nosed,48,55,60,33,59,50,16,70,42,47,75,69,4,11318362,4582160
person_008701,nil_director,51,55,Veer & Shoot,4-2-5,recruiter,91,67,60,47,63,52,54,52,55,55,40,27,2,9754347,6144070
person_008807,head_coach,51,34,Air Raid,Multiple,hard_nosed,33,36,20,55,21,79,39,19,22,49,53,75,2,6040060,7976520
person_008808,offensive_coordinator,66,33,Pro Style,3-4,CEO,20,27,21,32,22,92,22,17,12,19,63,80,2,5101443,4514657
person_008809,defensive_coordinator,49,37,Veer & Shoot,Multiple,hard_nosed,34,48,47,44,32,60,39,52,57,37,50,33,5,6616901,9922072
person_008810,special_teams_coordinator,55,56,Pro Style,3-4,players_coach,48,56,53,69,69,87,48,44,73,58,64,83,6,11541267,14070820
person_008811,recruiting_coordinator,67,42,RPO Spread,4-2-5,recruiter,31,56,51,38,58,69,48,49,24,33,82,50,3,5797531,7021923
person_008812,qb_coach,53,52,Pistol Option,Quarters Match,schemer,55,45,48,66,45,65,28,38,35,55,79,41,5,10021841,9404648
person_008813,rb_coach,66,21,Pro Style,Tite Front,players_coach,15,9,5,40,15,65,16,21,17,8,47,38,2,1923548,1882317
person_008814,wr_coach,31,50,Power Run,Tite Front,CEO,50,67,63,67,61,50,65,43,86,57,82,55,6,11603230,6456968
person_008815,ol_coach,50,54,Spread Option,Tite Front,hard_nosed,39,49,48,50,68,52,65,65,60,62,70,43,4,15166807,24507770
person_008816,dl_coach,64,15,Multiple,3-3-5,recruiter,39,15,37,20,14,79,1,1,6,11,24,43,1,1058555,1125252
person_008817,lb_coach,45,38,Veer & Shoot,4-3,players_coach,35,46,28,44,42,95,32,18,28,43,60,60,6,7542089,10732725
person_008818,db_coach,32,34,West Coast,Tite Front,detail_oriented,36,40,38,57,33,37,36,28,30,32,50,63,4,7497257,2700453
person_008819,strength_coach,41,45,Multiple,Nickel,hard_nosed,35,60,23,48,39,68,55,49,38,44,31,46,6,3084872,12643596
person_008820,nil_director,37,48,Power Run,Multiple,recruiter,37,51,69,52,58,97,66,57,32,42,62,54,1,14915272,12251627
person_008926,head_coach,31,49,RPO Spread,4-3,CEO,61,31,23,55,47,46,51,55,55,52,55,63,3,5742090,8781467
person_008927,offensive_coordinator,33,52,Power Spread,Multiple,recruiter,31,44,56,41,72,84,28,47,54,58,64,80,3,3868539,9539014
person_008928,defensive_coordinator,34,75,West Coast,Tite Front,detail_oriented,71,99,63,67,76,69,99,73,54,66,99,79,5,19308453,14492196
person_008929,special_teams_coordinator,47,57,Air Raid,4-3,schemer,35,55,76,59,55,54,67,66,24,50,90,45,1,7021159,27402926
person_008930,recruiting_coordinator,59,58,Power Spread,Nickel,detail_oriented,60,48,46,48,72,59,69,36,41,99,72,65,5,5430487,19705306
person_008931,qb_coach,44,69,Power Spread,Tite Front,players_coach,76,66,54,76,35,54,59,61,36,64,99,63,3,16436879,40413158
person_008932,rb_coach,61,52,Multiple,3-3-5,detail_oriented,54,47,57,58,73,87,63,57,42,48,89,67,1,10189525,9664780
person_008933,wr_coach,47,58,RPO Spread,Pressure Multiple,detail_oriented,62,70,58,61,65,63,61,69,53,62,31,91,4,15070394,23213291
person_008934,ol_coach,63,61,Pistol Option,Quarters Match,CEO,63,55,68,77,78,85,67,63,71,67,58,30,2,19640044,22820699
person_008935,dl_coach,31,50,West Coast,Pressure Multiple,recruiter,34,62,33,52,72,42,55,25,52,26,49,50,2,8406467,6564184
person_008936,lb_coach,35,33,Veer & Shoot,Nickel,hard_nosed,39,11,51,22,49,59,27,51,59,34,40,84,4,1869038,8102648
person_008937,db_coach,58,37,Air Raid,Nickel,players_coach,40,39,33,47,21,43,48,30,65,28,61,23,3,6691807,9558770
person_008938,strength_coach,39,31,Veer & Shoot,3-4,recruiter,28,46,19,15,53,44,20,45,40,43,65,86,6,5213585,3584530
person_008939,nil_director,37,72,Power Spread,Nickel,recruiter,76,81,85,65,98,44,46,58,69,93,62,76,5,27441217,22994427
person_009045,head_coach,58,61,Power Spread,Tite Front,hard_nosed,59,67,69,61,56,63,48,64,44,30,61,44,3,5136164,19024149
person_009046,offensive_coordinator,61,51,Pistol Option,3-3-5,detail_oriented,60,39,49,48,63,65,38,42,58,76,64,62,1,10014639,14230162
person_009047,defensive_coordinator,58,67,Air Raid,Nickel,recruiter,92,68,60,74,61,74,63,64,69,83,85,49,3,6960622,25010717
person_009048,special_teams_coordinator,59,59,Multiple,Bear Front,CEO,57,55,25,50,55,61,47,61,78,84,79,87,2,7117956,30468207
person_009049,recruiting_coordinator,63,58,West Coast,Quarters Match,CEO,61,69,73,54,81,49,30,45,79,31,53,75,6,15148976,8531796
person_009050,qb_coach,34,78,Power Spread,3-3-5,CEO,87,88,85,67,47,65,78,66,82,95,68,86,6,36846106,27700317
person_009051,rb_coach,59,80,West Coast,Nickel,recruiter,72,93,99,86,94,71,67,81,74,66,79,65,6,18118757,55447141
person_009052,wr_coach,30,71,Veer & Shoot,Pressure Multiple,CEO,84,67,89,65,63,52,68,50,61,74,75,62,3,13432157,35001071
person_009053,ol_coach,35,84,Pro Style,Quarters Match,schemer,99,85,79,79,91,87,71,96,84,99,55,60,2,40313188,44912724
person_009054,dl_coach,48,60,Pistol Option,Nickel,CEO,61,47,69,52,47,65,55,73,67,58,52,70,6,11529236,17528540
person_009055,lb_coach,42,55,Power Spread,4-3,detail_oriented,48,58,36,55,56,45,74,55,70,49,83,50,2,13939110,17439166
person_009056,db_coach,48,79,Power Run,Multiple,recruiter,73,99,68,92,95,68,82,83,58,78,79,39,5,21549899,32407635
person_009057,strength_coach,54,64,Air Raid,Tite Front,players_coach,63,52,49,44,62,77,90,65,48,83,60,51,5,9671373,27860816
person_009058,nil_director,48,48,Pistol Option,Pressure Multiple,CEO,57,47,52,45,24,58,37,57,22,57,40,72,3,3226927,13781827
person_009164,head_coach,42,41,RPO Spread,Tite Front,CEO,51,42,19,39,29,96,52,46,28,37,31,87,5,2947162,7650609
person_009165,offensive_coordinator,66,45,RPO Spread,4-2-5,schemer,48,67,50,41,49,61,53,40,39,46,89,59,5,2585204,11802771
person_009166,defensive_coordinator,55,45,Power Spread,3-3-5,CEO,65,41,62,48,45,70,41,43,57,46,73,36,5,7004398,6506362
person_009167,special_teams_coordinator,31,55,Air Raid,4-3,players_coach,55,66,71,48,65,54,77,44,29,43,52,61,2,11049676,10933349
person_009168,recruiting_coordinator,44,56,West Coast,Multiple,detail_oriented,70,53,41,54,42,61,75,68,58,69,72,49,6,12637670,9585937
person_009169,qb_coach,48,54,Multiple,4-2-5,recruiter,44,52,75,51,36,47,41,56,23,59,65,74,4,6515559,11083528
person_009170,rb_coach,63,55,Power Run,Nickel,detail_oriented,57,75,33,59,58,47,45,54,34,63,67,99,1,11217894,11806603
person_009171,wr_coach,54,41,RPO Spread,Multiple,recruiter,37,41,42,60,18,84,47,48,74,30,69,66,5,8129079,3819991
person_009172,ol_coach,40,32,Spread Option,Nickel,recruiter,29,28,38,27,41,71,33,37,5,45,39,46,1,3322209,8087569
person_009173,dl_coach,30,36,Spread Option,Bear Front,recruiter,60,36,26,21,46,52,53,36,59,18,66,64,2,7207697,3682667
person_009174,lb_coach,48,32,Pistol Option,4-2-5,schemer,39,39,33,37,46,60,29,35,15,32,61,58,5,3103652,4853660
person_009175,db_coach,68,51,Multiple,Tite Front,CEO,56,33,61,53,75,74,44,45,44,51,37,19,3,5525808,22499451
person_009176,strength_coach,41,52,Pro Style,Multiple,hard_nosed,50,59,59,49,48,67,66,38,39,51,61,53,4,11415554,15402933
person_009177,nil_director,42,27,Spread Option,Tite Front,recruiter,29,29,45,32,23,57,52,24,49,29,83,99,4,1369563,5832340
person_009283,head_coach,61,38,Veer & Shoot,4-2-5,players_coach,15,29,34,53,47,57,24,40,44,55,95,34,3,4909685,9637763
person_009284,offensive_coordinator,64,58,Power Run,Quarters Match,hard_nosed,69,56,47,56,61,87,66,79,43,57,64,55,4,19072668,26732774
person_009285,defensive_coordinator,52,76,Power Run,3-3-5,schemer,66,76,67,82,47,62,71,77,72,91,55,72,2,36908808,39477494
person_009286,special_teams_coordinator,49,65,Air Raid,Nickel,schemer,75,53,51,69,51,73,74,43,62,60,55,25,6,10616272,35352377
person_009287,recruiting_coordinator,37,41,Power Run,4-2-5,recruiter,32,53,45,28,27,58,17,41,40,44,71,58,5,5441151,6842007
person_009288,qb_coach,45,63,West Coast,Nickel,hard_nosed,45,65,59,66,63,51,71,70,45,67,81,87,2,9412954,21954295
person_009289,rb_coach,43,41,Multiple,Multiple,detail_oriented,23,45,29,47,34,64,42,20,37,33,47,80,1,10114470,13983529
person_009290,wr_coach,43,63,Multiple,3-4,players_coach,69,63,51,71,67,57,41,57,96,53,57,51,2,18730006,18715252
person_009291,ol_coach,30,67,Pro Style,Nickel,recruiter,68,80,68,72,87,74,69,76,75,72,64,76,5,28083817,36015479
person_009292,dl_coach,40,55,Pro Style,4-2-5,recruiter,72,49,82,59,59,63,53,48,26,62,54,63,5,10943366,20780007
person_009293,lb_coach,37,64,Multiple,4-2-5,hard_nosed,59,67,48,62,75,64,75,56,81,64,55,78,2,9195781,24855554
person_009294,db_coach,63,65,RPO Spread,Multiple,hard_nosed,87,58,99,70,90,71,66,56,63,42,84,58,5,27385451,23099564
person_009295,strength_coach,51,66,Power Run,Multiple,players_coach,71,70,97,54,75,78,67,67,78,74,71,85,3,15620341,32826229
person_009296,nil_director,47,44,RPO Spread,Nickel,detail_oriented,55,35,35,37,69,77,61,59,39,30,67,56,5,8125270,10506898
person_009402,head_coach,68,45,Pro Style,3-3-5,players_coach,58,48,30,40,47,85,43,29,37,60,58,59,2,4302898,9397724
person_009403,offensive_coordinator,59,49,Pistol Option,Pressure Multiple,players_coach,51,20,75,48,28,64,78,75,60,41,82,59,5,3446434,11749351
person_009404,defensive_coordinator,63,52,Veer & Shoot,Tite Front,recruiter,55,39,76,48,51,67,41,39,26,32,49,73,3,16938815,5866978
person_009405,special_teams_coordinator,38,66,Power Run,Quarters Match,hard_nosed,66,71,28,51,60,68,86,84,73,64,66,78,5,17052314,15073772
person_009406,recruiting_coordinator,39,54,Multiple,Pressure Multiple,detail_oriented,41,78,56,57,56,64,59,63,39,68,71,76,4,10743438,24923233
person_009407,qb_coach,52,58,Multiple,4-3,recruiter,57,76,49,60,37,39,31,37,32,65,30,78,2,11756268,23985510
person_009408,rb_coach,45,48,Veer & Shoot,Nickel,CEO,76,71,53,49,56,72,27,54,49,33,15,68,3,6210722,5544404
person_009409,wr_coach,62,34,Pistol Option,Nickel,recruiter,38,43,35,40,44,77,36,59,31,32,44,52,4,1823634,9604980
person_009410,ol_coach,32,71,Pro Style,Pressure Multiple,players_coach,75,68,48,60,78,57,73,65,74,82,66,91,2,27879186,17922668
person_009411,dl_coach,30,64,RPO Spread,Bear Front,schemer,62,54,75,68,59,61,42,69,73,62,71,64,3,9489258,29096554
person_009412,lb_coach,64,50,West Coast,Bear Front,hard_nosed,56,44,57,54,45,78,44,61,45,44,57,46,3,9920105,7529221
person_009413,db_coach,30,69,Air Raid,Nickel,detail_oriented,66,70,81,57,67,49,73,79,71,60,78,49,1,6026540,33102464
person_009414,strength_coach,32,71,Power Run,3-4,players_coach,70,66,99,47,92,50,68,68,74,86,53,40,6,31605324,42508216
person_009415,nil_director,40,74,Veer & Shoot,Tite Front,recruiter,82,99,63,67,69,44,85,78,56,94,75,49,6,32499475,37261811
person_009521,head_coach,62,64,Power Run,Bear Front,schemer,76,60,71,58,61,63,75,71,44,65,78,64,4,26127715,36397483
person_009522,offensive_coordinator,61,39,Air Raid,Tite Front,schemer,31,28,51,47,25,93,53,44,17,36,63,73,1,7560762,5341437
person_009523,defensive_coordinator,47,47,Power Spread,4-2-5,schemer,40,56,63,38,61,83,60,37,80,57,82,99,6,13662961,15581257
person_009524,special_teams_coordinator,58,54,Veer & Shoot,Tite Front,schemer,54,50,73,56,61,69,60,51,26,52,81,55,2,3521538,15741835
person_009525,recruiting_coordinator,30,56,West Coast,Pressure Multiple,hard_nosed,67,63,53,56,73,82,43,66,45,36,81,44,6,14206087,14213975
person_009526,qb_coach,44,57,Pistol Option,4-2-5,schemer,57,69,68,64,48,50,24,72,68,50,52,66,6,6591044,22191345
person_009527,rb_coach,65,42,Power Run,4-3,recruiter,53,54,39,35,29,91,46,27,53,22,97,45,5,4650011,9130515
person_009528,wr_coach,35,62,Power Run,Bear Front,recruiter,72,53,89,60,73,69,67,71,72,53,75,64,5,5967404,14578309
person_009529,ol_coach,36,55,RPO Spread,Tite Front,schemer,55,67,65,41,54,81,50,61,77,54,37,82,6,13369839,10183422
person_009530,dl_coach,39,53,Veer & Shoot,3-4,detail_oriented,57,69,49,54,47,80,46,49,79,67,37,62,5,9754729,22833007
person_009531,lb_coach,56,62,Power Spread,4-2-5,detail_oriented,41,56,58,60,60,79,61,58,78,53,62,79,5,17890730,17555517
person_009532,db_coach,35,56,Multiple,4-3,hard_nosed,45,40,70,55,60,62,81,59,90,77,99,67,1,15466099,13058067
person_009533,strength_coach,51,58,West Coast,Nickel,players_coach,43,45,17,57,67,59,65,69,83,29,67,57,1,4696139,7940691
person_009534,nil_director,36,61,RPO Spread,Quarters Match,schemer,42,73,66,53,72,58,58,53,70,57,77,97,4,11902913,30433821
person_009640,head_coach,57,50,Veer & Shoot,4-3,detail_oriented,55,51,75,53,43,88,42,39,54,36,65,21,2,10352218,12930886
person_009641,offensive_coordinator,67,47,Spread Option,3-3-5,CEO,39,32,28,34,35,72,41,21,50,27,58,68,4,6618488,7548225
person_009642,defensive_coordinator,48,25,Multiple,3-4,hard_nosed,16,16,17,26,39,74,20,13,39,1,34,85,6,3345775,5616493
person_009643,special_teams_coordinator,56,25,Veer & Shoot,Bear Front,players_coach,20,32,35,42,6,59,19,27,42,42,59,48,1,1187570,3259668
