personId,recruitingClassYear,primaryPosition,stars,nationalRank,positionRank,stateRank,hometownCity,hometownState,heightInches,weightPounds,archetype,currentAbility,potentialAbility,developmentTrait,academicFit,characterRisk,nilDemand,commitmentStatus
person_019975,2027,QB,2,3553,,,Houston,NC,74,229,Run Stopper,59,78,elite,95,high,118716,uncommitted
person_019976,2027,WR,2,3554,,,Dallas,TN,68,207,Edge Rusher,52,62,normal,72,medium,459993,uncommitted
person_019977,2027,OL,3,3555,,,Miami,PA,80,317,Coverage,62,77,elite,96,low,186525,uncommitted
person_019978,2027,ATH,3,3556,,,Los Angeles,LA,73,236,Field General,67,76,elite,70,high,500664,uncommitted
person_019979,2027,TE,4,3557,,,Jacksonville,CA,77,256,Dual Threat,77,90,impact,75,high,1559034,uncommitted
person_019980,2027,DL,2,3558,,,Baton Rouge,TX,76,321,Dual Threat,51,60,elite,52,low,488599,uncommitted
person_019981,2027,EDGE,4,3559,,,Miami,CA,76,251,Possession,77,89,normal,76,medium,3081048,uncommitted
person_019982,2027,WR,5,3560,,,Detroit,IL,76,201,Mauler,81,88,elite,53,low,8684998,uncommitted
person_019983,2027,QB,2,3561,,,Phoenix,PA,77,213,Coverage,51,60,elite,68,high,66844,uncommitted
person_019984,2027,OL,2,3562,,,Phoenix,NJ,76,322,Edge Rusher,58,65,normal,73,low,59127,uncommitted
person_019985,2027,LB,2,3563,,,Atlanta,AZ,73,219,Possession,56,76,elite,69,medium,363092,uncommitted
person_019986,2027,ATH,3,3564,,,Oklahoma City,FL,74,218,Deep Threat,68,83,elite,99,medium,1242315,uncommitted
person_019987,2027,EDGE,3,3565,,,Atlanta,CA,77,257,Zone Fit,64,76,elite,74,medium,474985,uncommitted
person_019988,2027,OL,3,3566,,,Cleveland,TX,79,306,Power Back,66,83,impact,92,high,301343,uncommitted
person_019989,2027,OL,3,3567,,,Oklahoma City,OH,80,316,Speed Back,57,76,quick,55,high,1133547,uncommitted
person_019990,2027,RB,2,3568,,,Oklahoma City,OH,73,198,Mauler,52,73,normal,65,low,221203,uncommitted
person_019991,2027,TE,3,3569,,,Cleveland,NJ,76,239,Possession,65,86,quick,89,medium,888653,uncommitted
person_019992,2027,WR,4,3570,,,Cleveland,PA,68,209,Coverage,70,78,normal,74,medium,4208564,uncommitted
person_019993,2027,TE,2,3571,,,Houston,VA,75,265,Hybrid,51,69,quick,76,low,237773,uncommitted
person_019994,2027,LB,3,3572,,,Phoenix,MI,76,230,Mauler,57,64,impact,99,low,1424487,uncommitted
person_019995,2027,CB,3,3573,,,Tampa,NJ,68,203,Deep Threat,62,67,elite,52,low,626230,uncommitted
person_019996,2027,LB,3,3574,,,Baton Rouge,MS,74,227,Speed Back,60,77,elite,88,low,556620,uncommitted
person_019997,2027,LB,2,3575,,,Oklahoma City,MS,74,246,Field General,53,60,impact,39,low,413351,uncommitted
person_019998,2027,P,3,3576,,,Atlanta,OK,71,181,Edge Rusher,64,80,normal,26,medium,201905,uncommitted
person_019999,2027,K,3,3577,,,Charlotte,NJ,75,194,Speed Back,67,75,impact,55,low,715165,uncommitted
person_020000,2027,DL,3,3578,,,Tulsa,MI,79,277,Zone Fit,64,77,quick,88,low,217703,uncommitted
person_020001,2027,RB,2,3579,,,Dallas,AZ,69,198,Zone Fit,50,65,impact,44,low,167882,uncommitted
person_020002,2027,WR,3,3580,,,Baton Rouge,MS,75,207,Zone Fit,57,69,quick,77,low,666475,uncommitted
person_020003,2027,RB,2,3581,,,Cleveland,AL,74,195,Run Stopper,51,56,elite,82,low,107445,uncommitted
person_020004,2027,TE,3,3582,,,Tulsa,MS,76,254,Run Stopper,59,68,normal,46,low,255782,uncommitted
person_020005,2027,WR,3,3583,,,Cleveland,SC,70,190,Run Stopper,65,84,impact,72,medium,867536,uncommitted
person_020006,2027,WR,3,3584,,,Phoenix,VA,71,184,Zone Fit,63,79,elite,63,low,153981,uncommitted
person_020007,2027,OL,3,3585,,,Cleveland,SC,78,321,Power Back,58,69,quick,89,medium,1858778,uncommitted
person_020008,2027,DL,2,3586,,,Baton Rouge,NC,78,301,Power Back,54,67,elite,36,low,229319,uncommitted
person_020009,2027,TE,3,3587,,,Dallas,NC,76,231,Mauler,57,69,normal,62,low,501468,uncommitted
person_020010,2027,LB,4,3588,,,Tampa,TN,75,215,Zone Fit,80,92,elite,60,medium,4393203,uncommitted
person_020011,2027,CB,3,3589,,,Phoenix,FL,69,173,Speed Back,69,80,elite,58,high,476233,uncommitted
person_020012,2027,ATH,2,3590,,,Los Angeles,MI,77,204,Field General,59,68,elite,78,medium,442480,uncommitted
person_020013,2027,OL,2,3591,,,Houston,GA,77,318,Deep Threat,53,75,quick,81,low,522258,uncommitted
person_020014,2027,CB,4,3592,,,Los Angeles,MI,71,201,Possession,78,96,impact,83,low,884623,uncommitted
person_020015,2027,QB,2,3593,,,Dallas,TN,75,232,Speed Back,49,60,normal,99,low,540484,uncommitted
person_020016,2027,LB,2,3594,,,Houston,IL,76,218,Field General,52,64,quick,49,high,205975,uncommitted
person_020017,2027,CB,2,3595,,,Miami,SC,73,182,Mauler,58,63,elite,26,medium,345457,uncommitted
person_020018,2027,EDGE,2,3596,,,Charlotte,AL,79,258,Power Back,58,77,normal,50,medium,292859,uncommitted
person_020019,2027,TE,3,3597,,,Baton Rouge,MI,78,235,Coverage,57,64,normal,59,low,1619419,uncommitted
person_020020,2027,DL,3,3598,,,Tampa,NC,76,321,Coverage,62,70,quick,69,low,1724137,uncommitted
person_020021,2027,OL,2,3599,,,Oklahoma City,MI,79,319,Hybrid,50,56,elite,75,high,429588,uncommitted
person_020022,2027,LS,4,3600,,,Tampa,LA,75,240,Deep Threat,77,98,elite,64,medium,1868375,uncommitted
person_020023,2027,EDGE,3,3601,,,Houston,LA,78,273,Field General,58,66,normal,67,high,1566678,uncommitted
person_020024,2027,OL,4,3602,,,Dallas,LA,78,290,Coverage,78,87,elite,46,medium,2508124,uncommitted
person_020025,2027,EDGE,2,3603,,,Jacksonville,CA,76,270,Run Stopper,55,67,elite,71,low,263788,uncommitted
person_020026,2027,CB,3,3604,,,Atlanta,PA,70,175,Mauler,57,73,quick,62,high,1538683,uncommitted
person_020027,2027,LB,2,3605,,,Atlanta,AL,72,215,Speed Back,59,70,elite,65,medium,282908,uncommitted
person_020028,2027,CB,2,3606,,,Baton Rouge,IL,73,191,Possession,59,64,impact,58,high,484785,uncommitted
person_020029,2027,OL,3,3607,,,Baton Rouge,AZ,80,293,Speed Back,61,82,impact,27,low,1480554,uncommitted
person_020030,2027,DL,2,3608,,,Tulsa,FL,73,296,Field General,50,72,quick,68,low,405875,uncommitted
person_020031,2027,S,4,3609,,,Tulsa,GA,73,205,Coverage,76,91,normal,72,medium,3562622,uncommitted
person_020032,2027,WR,3,3610,,,Tampa,CA,73,182,Hybrid,58,71,elite,80,low,1412876,uncommitted
person_020033,2027,CB,3,3611,,,Los Angeles,OH,72,191,Coverage,69,81,impact,56,low,341807,uncommitted
person_020034,2027,TE,2,3612,,,Oklahoma City,LA,77,258,Coverage,58,65,impact,50,low,52058,uncommitted
person_020035,2027,CB,4,3613,,,Los Angeles,LA,69,182,Edge Rusher,70,78,impact,76,low,3126026,uncommitted
person_020036,2027,RB,3,3614,,,Dallas,AZ,71,210,Hybrid,62,75,elite,59,low,488301,uncommitted
person_020037,2027,EDGE,4,3615,,,Tulsa,IL,77,276,Power Back,75,82,quick,78,low,2291808,uncommitted
person_020038,2027,EDGE,2,3616,,,Cleveland,OK,74,235,Run Stopper,57,71,elite,38,low,222760,uncommitted
person_020039,2027,P,3,3617,,,Tulsa,TX,71,201,Power Back,58,70,impact,70,medium,1762564,uncommitted
person_020040,2027,DL,2,3618,,,Jacksonville,GA,77,298,Zone Fit,47,53,quick,68,medium,284005,uncommitted
person_020041,2027,ATH,3,3619,,,Charlotte,SC,74,223,Run Stopper,59,79,impact,82,medium,1421382,uncommitted
person_020042,2027,WR,2,3620,,,Tampa,IL,69,196,Hybrid,48,60,quick,69,low,553190,uncommitted
person_020043,2027,CB,2,3621,,,Detroit,TN,71,170,Run Stopper,49,55,elite,82,high,219090,uncommitted
person_020044,2027,QB,3,3622,,,Tulsa,MS,75,200,Field General,65,81,normal,59,high,1023597,uncommitted
person_020045,2027,ATH,2,3623,,,Oklahoma City,MI,72,236,Deep Threat,47,66,impact,53,high,233244,uncommitted
person_020046,2027,OL,3,3624,,,Atlanta,IL,77,338,Mauler,57,79,quick,79,medium,1371131,uncommitted
person_020047,2027,CB,2,3625,,,Oklahoma City,SC,69,193,Run Stopper,55,72,quick,45,low,200645,uncommitted
person_020048,2027,QB,3,3626,,,Oklahoma City,LA,76,214,Dual Threat,59,67,elite,95,low,935659,uncommitted
person_020049,2027,CB,3,3627,,,Dallas,OK,70,203,Dual Threat,61,78,impact,57,low,1303424,uncommitted
person_020050,2027,S,2,3628,,,New Orleans,OK,73,193,Field General,53,70,quick,63,low,114227,uncommitted
person_020051,2027,DL,3,3629,,,Tampa,SC,73,324,Possession,67,88,impact,71,low,1640464,uncommitted
person_020052,2027,RB,2,3630,,,Cleveland,LA,72,228,Edge Rusher,58,80,impact,77,high,122404,uncommitted
person_020053,2027,TE,3,3631,,,Houston,AZ,75,235,Mauler,66,88,normal,90,high,1504621,uncommitted
person_020054,2027,RB,4,3632,,,Tampa,OK,69,205,Hybrid,75,86,impact,57,medium,617761,uncommitted
person_020055,2027,DL,3,3633,,,Miami,TX,76,282,Dual Threat,69,85,quick,78,medium,1091991,uncommitted
person_020056,2027,RB,4,3634,,,Phoenix,VA,69,216,Deep Threat,77,88,quick,67,low,1041421,uncommitted
person_020057,2027,QB,3,3635,,,Jacksonville,FL,75,196,Field General,61,67,quick,50,high,976167,uncommitted
person_020058,2027,WR,5,3636,,,Tampa,MI,72,181,Hybrid,84,98,impact,55,low,8200465,uncommitted
person_020059,2027,OL,2,3637,,,Charlotte,AL,77,322,Edge Rusher,58,69,elite,64,high,354110,uncommitted
person_020060,2027,WR,2,3638,,,Los Angeles,GA,72,193,Hybrid,52,68,normal,72,low,98897,uncommitted
person_020061,2027,EDGE,4,3639,,,Jacksonville,AZ,77,280,Field General,73,83,impact,60,low,1945069,uncommitted
person_020062,2027,EDGE,3,3640,,,Cleveland,AL,78,241,Power Back,65,80,impact,80,low,1402957,uncommitted
person_020063,2027,ATH,2,3641,,,Tampa,FL,75,217,Possession,48,66,normal,70,low,546089,uncommitted
person_020064,2027,OL,2,3642,,,Charlotte,PA,78,289,Possession,59,64,quick,85,low,263511,uncommitted
person_020065,2027,OL,4,3643,,,Tampa,AZ,77,290,Power Back,76,90,quick,60,low,3944073,uncommitted
person_020066,2027,OL,4,3644,,,New Orleans,IL,77,286,Hybrid,71,78,impact,70,low,940160,uncommitted
person_020067,2027,S,4,3645,,,Charlotte,MI,70,200,Zone Fit,79,99,impact,51,medium,3290761,uncommitted
person_020068,2027,WR,4,3646,,,Phoenix,MI,77,209,Possession,72,82,normal,81,low,3909572,uncommitted
person_020069,2027,LB,3,3647,,,Atlanta,NC,72,229,Possession,69,79,normal,39,medium,1842077,uncommitted
person_020070,2027,LB,2,3648,,,Cleveland,FL,76,231,Possession,49,63,normal,90,high,72612,uncommitted
person_020071,2027,WR,4,3649,,,Detroit,MI,77,216,Run Stopper,80,90,impact,80,high,3402304,uncommitted
person_020072,2027,RB,3,3650,,,Los Angeles,CA,68,217,Field General,58,70,impact,62,low,1688637,uncommitted
person_020073,2027,WR,2,3651,,,Tulsa,TX,72,187,Coverage,52,74,impact,59,medium,76838,uncommitted
person_020074,2027,LB,3,3652,,,Tulsa,OH,72,234,Speed Back,62,73,elite,77,low,235525,uncommitted
person_020075,2027,RB,3,3653,,,Dallas,NC,72,190,Coverage,59,69,normal,75,low,581033,uncommitted
person_020076,2027,EDGE,4,3654,,,Dallas,FL,74,255,Possession,73,95,normal,95,low,2744464,uncommitted
person_020077,2027,OL,3,3655,,,Baton Rouge,MS,78,309,Possession,62,69,impact,65,high,556720,uncommitted
person_020078,2027,TE,2,3656,,,Cleveland,OK,78,247,Run Stopper,54,59,quick,71,medium,124979,uncommitted
person_020079,2027,ATH,2,3657,,,Dallas,IL,76,185,Mauler,47,63,impact,49,low,90170,uncommitted
person_020080,2027,LB,2,3658,,,New Orleans,MI,75,245,Power Back,53,68,quick,65,medium,215024,uncommitted
person_020081,2027,DL,3,3659,,,Cleveland,OK,74,271,Edge Rusher,66,78,quick,53,medium,756509,uncommitted
person_020082,2027,OL,3,3660,,,New Orleans,OH,79,307,Hybrid,64,75,normal,58,medium,911508,uncommitted
person_020083,2027,DL,4,3661,,,Jacksonville,MI,76,307,Field General,81,88,elite,67,low,1637322,uncommitted
person_020084,2027,WR,2,3662,,,Atlanta,OK,74,203,Coverage,49,68,quick,66,low,503098,uncommitted
person_020085,2027,CB,3,3663,,,Jacksonville,LA,69,205,Mauler,64,80,impact,54,low,1706528,uncommitted
person_020086,2027,TE,3,3664,,,New Orleans,NC,79,264,Dual Threat,67,79,quick,62,high,1178313,uncommitted
person_020087,2027,CB,2,3665,,,Tulsa,OK,74,174,Edge Rusher,50,56,impact,67,high,426581,uncommitted
person_020088,2027,CB,3,3666,,,Tampa,TN,69,176,Speed Back,58,67,normal,46,low,1166475,uncommitted
person_020089,2027,S,3,3667,,,Dallas,AL,74,213,Mauler,63,79,impact,59,low,1190020,uncommitted
person_020090,2027,EDGE,4,3668,,,Jacksonville,FL,76,266,Power Back,71,85,normal,84,low,1302559,uncommitted
person_020091,2027,S,2,3669,,,Tulsa,CA,74,220,Speed Back,57,74,elite,62,medium,109239,uncommitted
person_020092,2027,OL,3,3670,,,Oklahoma City,GA,75,323,Edge Rusher,60,75,impact,68,medium,267170,uncommitted
person_020093,2027,OL,3,3671,,,Phoenix,NJ,79,309,Power Back,60,76,impact,58,low,1443220,uncommitted
person_020094,2027,ATH,2,3672,,,Detroit,TN,72,203,Zone Fit,57,78,quick,63,low,178902,uncommitted
person_020095,2027,DL,3,3673,,,Tampa,TN,74,316,Run Stopper,58,63,impact,61,low,1833369,uncommitted
person_020096,2027,S,3,3674,,,Dallas,SC,74,195,Field General,69,76,quick,56,low,189518,uncommitted
person_020097,2027,OL,2,3675,,,Cleveland,LA,75,285,Possession,50,69,quick,76,low,302595,uncommitted
person_020098,2027,OL,2,3676,,,Atlanta,OH,77,298,Power Back,50,67,elite,67,low,466294,uncommitted
person_020099,2027,K,3,3677,,,Cleveland,OK,74,209,Zone Fit,60,80,elite,75,low,1442144,uncommitted
person_020100,2027,OL,3,3678,,,Tulsa,LA,77,288,Deep Threat,57,63,quick,53,low,1117097,uncommitted
person_020101,2027,CB,4,3679,,,Oklahoma City,OK,73,173,Zone Fit,78,85,normal,80,low,3038604,uncommitted
person_020102,2027,S,2,3680,,,Detroit,AZ,75,211,Deep Threat,47,58,quick,74,low,528078,uncommitted
person_020103,2027,DL,3,3681,,,Los Angeles,CA,74,279,Speed Back,63,82,normal,82,medium,1010817,uncommitted
person_020104,2027,TE,3,3682,,,Phoenix,AL,80,248,Power Back,59,76,quick,69,low,733512,uncommitted
person_020105,2027,OL,4,3683,,,Dallas,CA,78,311,Possession,81,99,elite,50,medium,664303,uncommitted
person_020106,2027,K,3,3684,,,Miami,AZ,72,207,Hybrid,60,79,impact,82,low,699955,uncommitted
person_020107,2027,LB,3,3685,,,Baton Rouge,NJ,72,237,Hybrid,68,90,normal,62,low,1543524,uncommitted
person_020108,2027,WR,3,3686,,,Atlanta,NC,71,219,Coverage,65,82,quick,56,medium,843933,uncommitted
person_020109,2027,DL,3,3687,,,Atlanta,TX,79,325,Zone Fit,64,69,quick,70,low,1419569,uncommitted
person_020110,2027,QB,3,3688,,,Charlotte,VA,76,231,Edge Rusher,61,74,elite,37,medium,575469,uncommitted
person_020111,2027,ATH,3,3689,,,Oklahoma City,PA,77,207,Dual Threat,61,80,normal,25,low,1231755,uncommitted
person_020112,2027,EDGE,3,3690,,,Detroit,MS,77,256,Hybrid,65,78,quick,68,low,1452341,uncommitted
person_020113,2027,S,3,3691,,,Houston,SC,74,185,Speed Back,63,81,normal,70,high,1831612,uncommitted
person_020114,2027,OL,3,3692,,,Los Angeles,CA,76,301,Hybrid,60,82,impact,75,high,1172504,uncommitted
person_020115,2027,ATH,4,3693,,,Cleveland,GA,71,229,Mauler,69,88,quick,70,low,1340635,uncommitted
person_020116,2027,OL,5,3694,,,Dallas,AZ,79,331,Run Stopper,87,99,normal,65,high,2210019,uncommitted
person_020117,2027,OL,4,3695,,,Los Angeles,CA,78,294,Coverage,69,82,normal,81,high,2367187,uncommitted
person_020118,2027,LB,3,3696,,,Tulsa,AL,75,219,Coverage,69,78,elite,60,medium,530127,uncommitted
person_020119,2027,ATH,3,3697,,,Miami,AZ,70,204,Speed Back,58,71,impact,79,low,1164860,uncommitted
person_020120,2027,EDGE,2,3698,,,Detroit,IL,76,266,Possession,50,65,normal,77,medium,76692,uncommitted
person_020121,2027,EDGE,2,3699,,,Charlotte,MI,78,278,Field General,52,68,normal,72,high,75422,uncommitted
person_020122,2027,WR,2,3700,,,New Orleans,NJ,75,189,Mauler,58,79,normal,37,low,195189,uncommitted
person_020123,2027,EDGE,3,3701,,,Charlotte,OK,76,257,Speed Back,68,88,impact,74,high,655283,uncommitted
person_020124,2027,WR,3,3702,,,Oklahoma City,FL,75,219,Coverage,65,74,impact,63,medium,655141,uncommitted
person_020125,2027,WR,3,3703,,,Phoenix,TN,68,173,Field General,58,67,impact,69,low,1476257,uncommitted
person_020126,2027,LB,3,3704,,,Jacksonville,TN,73,244,Possession,63,80,normal,64,high,378246,uncommitted
person_020127,2027,EDGE,3,3705,,,Charlotte,CA,78,265,Speed Back,66,72,impact,67,low,1365123,uncommitted
person_020128,2027,S,2,3706,,,Cleveland,FL,71,196,Edge Rusher,52,69,elite,69,low,288451,uncommitted
person_020129,2027,S,3,3707,,,Oklahoma City,MS,75,200,Deep Threat,61,75,impact,51,low,1247511,uncommitted
person_020130,2027,CB,3,3708,,,Atlanta,TN,72,182,Hybrid,61,67,impact,76,low,1526578,uncommitted
person_020131,2027,S,3,3709,,,Oklahoma City,MS,73,197,Hybrid,66,81,normal,44,high,1470809,uncommitted
person_020132,2027,OL,3,3710,,,Jacksonville,TN,77,305,Coverage,63,74,normal,85,low,1297027,uncommitted
person_020133,2027,TE,2,3711,,,Houston,TX,80,254,Run Stopper,56,70,elite,54,high,516364,uncommitted
person_020134,2027,LB,3,3712,,,Miami,PA,72,218,Hybrid,64,86,impact,47,high,1634792,uncommitted
person_020135,2027,DL,2,3713,,,Tampa,IL,79,283,Run Stopper,52,58,quick,84,low,429951,uncommitted
person_020136,2027,LS,3,3714,,,New Orleans,IL,73,257,Dual Threat,65,77,impact,89,low,1237574,uncommitted
person_020137,2027,WR,4,3715,,,Los Angeles,AZ,71,206,Run Stopper,70,92,quick,62,medium,2027146,uncommitted
person_020138,2027,ATH,2,3716,,,Los Angeles,NC,76,194,Dual Threat,59,73,normal,50,low,108626,uncommitted
person_020139,2027,OL,4,3717,,,Atlanta,FL,79,323,Speed Back,73,91,elite,73,low,2913664,uncommitted
person_020140,2027,S,3,3718,,,Tampa,LA,70,209,Zone Fit,69,88,elite,51,low,929167,uncommitted
person_020141,2027,OL,2,3719,,,Los Angeles,NC,78,306,Coverage,48,69,normal,86,low,448768,uncommitted
person_020142,2027,RB,2,3720,,,Detroit,CA,68,227,Power Back,48,53,impact,75,low,452066,uncommitted
person_020143,2027,QB,2,3721,,,Baton Rouge,SC,73,217,Speed Back,52,70,impact,45,low,319256,uncommitted
person_020144,2027,DL,2,3722,,,Cleveland,AL,76,270,Possession,57,63,elite,77,low,553586,uncommitted
person_020145,2027,WR,3,3723,,,Charlotte,OH,68,185,Dual Threat,64,86,elite,70,low,218644,uncommitted
person_020146,2027,QB,3,3724,,,Tulsa,CA,77,220,Coverage,69,74,normal,68,high,846892,uncommitted
person_020147,2027,S,3,3725,,,Baton Rouge,AL,70,207,Mauler,59,66,normal,87,high,459358,uncommitted
person_020148,2027,S,3,3726,,,New Orleans,CA,73,202,Zone Fit,68,86,quick,60,low,243067,uncommitted
person_020149,2027,EDGE,4,3727,,,Dallas,AZ,78,240,Zone Fit,78,89,normal,90,low,3544198,uncommitted
person_020150,2027,EDGE,4,3728,,,Dallas,LA,75,248,Deep Threat,78,86,quick,50,medium,2069784,uncommitted
person_020151,2027,WR,2,3729,,,Charlotte,GA,76,210,Edge Rusher,51,60,quick,63,medium,503215,uncommitted
person_020152,2027,ATH,2,3730,,,Detroit,IL,75,200,Mauler,58,74,quick,90,low,529806,uncommitted
person_020153,2027,WR,3,3731,,,Los Angeles,OK,72,199,Zone Fit,67,79,elite,80,medium,247000,uncommitted
person_020154,2027,WR,3,3732,,,Tulsa,AZ,68,179,Edge Rusher,63,71,elite,94,high,955463,uncommitted
person_020155,2027,ATH,3,3733,,,Baton Rouge,TN,77,197,Mauler,66,80,impact,73,high,501925,uncommitted
person_020156,2027,OL,3,3734,,,Tampa,SC,76,296,Field General,58,73,quick,68,low,308224,uncommitted
person_020157,2027,LS,4,3735,,,Dallas,VA,75,245,Speed Back,71,91,normal,55,low,4301139,uncommitted
person_020158,2027,WR,2,3736,,,Houston,TN,76,204,Mauler,58,80,normal,82,high,221013,uncommitted
person_020159,2027,DL,3,3737,,,Dallas,TN,75,304,Deep Threat,67,79,quick,57,low,780539,uncommitted
person_020160,2027,WR,3,3738,,,Atlanta,VA,70,190,Deep Threat,67,81,normal,83,medium,837826,uncommitted
person_020161,2027,EDGE,4,3739,,,Oklahoma City,GA,77,244,Mauler,74,88,impact,70,medium,3019196,uncommitted
person_020162,2027,OL,2,3740,,,Charlotte,MS,75,301,Edge Rusher,48,53,impact,45,low,111762,uncommitted
person_020163,2027,LS,2,3741,,,Atlanta,NJ,74,239,Hybrid,53,68,impact,85,low,390821,uncommitted
person_020164,2027,CB,2,3742,,,Jacksonville,TX,69,202,Dual Threat,49,70,quick,82,low,233529,uncommitted
person_020165,2027,WR,2,3743,,,Tampa,NC,73,216,Zone Fit,47,57,impact,50,low,395891,uncommitted
person_020166,2027,OL,2,3744,,,Charlotte,MS,79,305,Dual Threat,47,52,normal,56,high,256993,uncommitted
person_020167,2027,EDGE,3,3745,,,Phoenix,TN,77,277,Edge Rusher,59,81,impact,58,high,143841,uncommitted
person_020168,2027,S,4,3746,,,Miami,CA,71,199,Coverage,70,77,impact,57,medium,1791456,uncommitted
person_020169,2027,LS,4,3747,,,New Orleans,MI,75,241,Field General,81,99,elite,62,low,2471773,uncommitted
person_020170,2027,TE,4,3748,,,Tulsa,TX,75,264,Run Stopper,81,99,normal,66,medium,1768564,uncommitted
person_020171,2027,EDGE,2,3749,,,Los Angeles,SC,75,262,Coverage,58,69,impact,77,medium,228788,uncommitted
person_020172,2027,CB,4,3750,,,Cleveland,GA,68,179,Run Stopper,81,96,elite,92,medium,3750811,uncommitted
person_020173,2027,RB,2,3751,,,Atlanta,SC,74,223,Coverage,47,62,impact,63,low,213427,uncommitted
person_020174,2027,RB,3,3752,,,New Orleans,LA,74,227,Mauler,67,78,normal,72,low,1706929,uncommitted
person_020175,2027,OL,4,3753,,,Los Angeles,NC,80,340,Edge Rusher,69,81,elite,66,high,391398,uncommitted
person_020176,2027,OL,4,3754,,,Cleveland,GA,78,329,Power Back,73,80,normal,79,low,384344,uncommitted
person_020177,2027,DL,3,3755,,,Houston,NC,79,283,Dual Threat,66,73,impact,89,high,566088,uncommitted
person_020178,2027,DL,3,3756,,,Baton Rouge,AZ,76,279,Run Stopper,68,80,impact,99,low,1526200,uncommitted
person_020179,2027,OL,3,3757,,,Dallas,OH,76,325,Field General,68,90,impact,82,low,855743,uncommitted
person_020180,2027,QB,3,3758,,,Miami,TX,77,228,Possession,63,74,quick,73,medium,1857738,uncommitted
person_020181,2027,LB,3,3759,,,Jacksonville,OK,74,245,Edge Rusher,65,83,quick,80,low,639306,uncommitted
person_020182,2027,QB,3,3760,,,Charlotte,VA,77,219,Zone Fit,66,83,normal,72,low,1243114,uncommitted
person_020183,2027,K,2,3761,,,Dallas,VA,71,184,Power Back,48,62,normal,72,medium,50582,uncommitted
person_020184,2027,DL,3,3762,,,Tampa,MI,76,274,Run Stopper,64,73,elite,57,low,145300,uncommitted
person_020185,2027,LS,4,3763,,,Cleveland,PA,74,243,Field General,75,93,normal,65,medium,3572214,uncommitted
person_020186,2027,LB,3,3764,,,Charlotte,SC,74,246,Edge Rusher,59,64,normal,82,high,1675785,uncommitted
person_020187,2027,DL,2,3765,,,Dallas,CA,75,286,Power Back,48,66,normal,49,medium,55497,uncommitted
person_020188,2027,WR,5,3766,,,Cleveland,CA,76,213,Edge Rusher,82,96,quick,58,low,8493729,uncommitted
person_020189,2027,LB,2,3767,,,Atlanta,CA,72,218,Zone Fit,59,66,elite,82,medium,181967,uncommitted
person_020190,2027,DL,3,3768,,,Detroit,TN,78,290,Zone Fit,57,77,elite,87,low,1727965,uncommitted
person_020191,2027,TE,2,3769,,,Detroit,VA,79,264,Zone Fit,47,57,impact,42,low,477725,uncommitted
person_020192,2027,QB,2,3770,,,Charlotte,NJ,74,201,Speed Back,58,80,elite,86,high,497537,uncommitted
person_020193,2027,RB,3,3771,,,Cleveland,TX,74,214,Mauler,60,72,impact,80,medium,1489399,uncommitted
person_020194,2027,WR,4,3772,,,New Orleans,TX,74,184,Mauler,72,86,quick,85,low,1853596,uncommitted
person_020195,2027,OL,4,3773,,,Phoenix,MI,77,285,Run Stopper,78,89,impact,51,high,3125251,uncommitted
person_020196,2027,EDGE,3,3774,,,Phoenix,MS,78,260,Deep Threat,66,82,normal,74,high,796892,uncommitted
person_020197,2027,CB,4,3775,,,Oklahoma City,CA,72,203,Dual Threat,73,90,quick,58,low,716446,uncommitted
person_020198,2027,RB,4,3776,,,Los Angeles,AZ,70,210,Possession,75,84,impact,75,low,646311,uncommitted
person_020199,2027,RB,2,3777,,,Jacksonville,LA,73,223,Run Stopper,47,66,elite,82,low,327707,uncommitted
person_020200,2027,RB,2,3778,,,Charlotte,LA,69,211,Deep Threat,56,71,impact,59,medium,309487,uncommitted
person_020201,2027,WR,2,3779,,,New Orleans,VA,71,190,Run Stopper,47,56,impact,50,medium,364736,uncommitted
person_020202,2027,DL,2,3780,,,Detroit,PA,76,312,Field General,51,64,elite,83,high,98050,uncommitted
person_020203,2027,DL,5,3781,,,Los Angeles,MS,76,321,Run Stopper,88,99,quick,48,medium,2258710,uncommitted
person_020204,2027,RB,4,3782,,,Cleveland,TX,73,221,Zone Fit,76,88,quick,51,medium,3393315,uncommitted
person_020205,2027,LB,4,3783,,,Atlanta,FL,72,246,Speed Back,73,94,quick,60,medium,1548124,uncommitted
person_020206,2027,LB,2,3784,,,Miami,TX,76,225,Zone Fit,51,69,normal,52,high,540065,uncommitted
person_020207,2027,S,2,3785,,,New Orleans,MS,74,220,Power Back,55,66,impact,71,low,42462,uncommitted
person_020208,2027,TE,2,3786,,,Oklahoma City,AL,76,255,Edge Rusher,49,66,impact,80,high,44318,uncommitted
person_020209,2027,CB,2,3787,,,Dallas,IL,68,172,Coverage,52,70,normal,56,high,246967,uncommitted
person_020210,2027,DL,2,3788,,,Oklahoma City,TX,77,316,Edge Rusher,49,61,normal,63,low,308324,uncommitted
person_020211,2027,EDGE,3,3789,,,Dallas,OH,74,262,Zone Fit,65,79,elite,51,low,1110127,uncommitted
person_020212,2027,EDGE,3,3790,,,Miami,FL,76,274,Coverage,65,72,quick,90,low,1101463,uncommitted
person_020213,2027,P,3,3791,,,Tampa,PA,70,192,Field General,59,66,elite,90,low,579142,uncommitted
person_020214,2027,RB,3,3792,,,Houston,PA,71,220,Possession,65,74,quick,87,high,170137,uncommitted
