overall,currentAbility,potentialAbility,speed,acceleration,strength,agility,stamina,injuryResistance,leadership,workEthic,discipline,footballIQ,consistency,clutch,ballSecurity,morale,confidence,armStrength,shortAccuracy,intermediateAccuracy,deepAccuracy,timing,anticipation,pocketMovement,pressureResponse,preSnapId,postSnapProcessing,rpoRead,optionMesh,progressionDiscipline,scrambleInstinct,vision,burst,contactBalance,patience,oneCutAbility,gapDiscipline,receiving,passProtection,release,routeRunning,leverageUnderstanding,hands,contestedCatch,yac,blocking,optionRouteIntelligence,verticalSpeed,spacingDiscipline,redZoneFeel,runBlockPower,zoneFootwork,comboTiming,reachBlock,pullAbility,passSet,anchor,blitzPickup,stuntRecognition,communication,penaltyDiscipline,getOff,bend,handUsage,gapDisciplineDefense,blockDestruction,passRushPlan,containDiscipline,motor,runFitStrength,runFit,blockShed,pursuitAngle,tackling,zoneDrop,manCoverage,blitzTiming,playRecognition,eyeDiscipline,rpoDiscipline,zoneCoverage,matchCoverage,press,offTechnique,ballSkills,runSupport,routeRecognition,recoverySpeed,kickPower,kickAccuracy,puntPower,puntAccuracy,longSnapping,returnVision,personId,seasonYear,position
78,78,81,62,72,66,86,73,74,66,73,55,88,92,49,90,57,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,84,53,94,87,80,89,75,78,90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009205,2026,TE
67,74,84,67,65,68,62,72,79,68,75,39,63,79,64,82,75,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,67,82,58,72,53,86,60,78,56,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009206,2026,TE
55,52,64,59,45,60,62,37,78,70,72,89,65,75,82,50,77,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,58,62,53,65,70,66,46,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009207,2026,TE
61,59,60,60,41,70,51,44,71,29,65,61,43,62,62,42,76,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,70,56,43,62,52,67,72,50,47,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009208,2026,TE
91,89,91,97,93,80,72,78,82,88,78,60,87,61,76,72,63,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,86,81,77,87,91,95,79,83,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009209,2026,TE
62,62,70,50,67,55,80,53,78,70,57,73,57,81,72,64,67,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,46,79,72,59,53,57,76,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009210,2026,OL
64,59,80,65,68,51,64,63,82,54,75,73,64,72,59,76,78,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,45,75,46,57,41,62,67,49,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009211,2026,OL
86,89,86,85,99,88,68,87,53,87,61,68,77,49,62,80,66,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,92,90,86,88,89,69,71,83,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009212,2026,OL
77,71,81,81,73,58,85,86,66,93,59,77,56,78,71,78,78,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,81,83,62,74,99,84,76,80,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009213,2026,OL
54,60,76,50,64,60,71,69,66,52,65,72,75,56,47,76,61,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,57,39,51,71,42,60,40,64,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009214,2026,OL
93,82,92,84,85,89,99,82,83,88,81,86,95,57,61,99,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,87,98,95,89,79,90,97,83,53,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009215,2026,OL
70,70,74,72,96,79,78,83,77,97,48,77,77,73,25,72,45,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,67,62,79,85,76,79,72,75,60,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009216,2026,OL
76,71,90,96,74,57,86,76,93,45,54,60,69,69,53,63,66,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,79,74,62,80,78,70,87,76,81,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009217,2026,OL
60,53,65,50,48,44,70,54,77,47,81,77,50,72,68,72,43,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,43,58,65,60,69,60,58,61,64,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009218,2026,OL
66,60,72,41,69,74,72,49,88,63,76,72,75,49,69,79,64,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,66,74,73,49,59,56,77,54,62,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009219,2026,OL
84,80,99,78,59,84,88,80,84,69,72,67,70,62,61,99,89,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,78,83,91,79,74,79,86,73,78,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009220,2026,OL
64,64,87,72,74,75,68,74,72,85,70,82,63,52,70,75,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,67,68,78,48,68,77,73,68,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009221,2026,OL
62,65,71,79,80,61,58,83,82,85,70,78,57,74,52,73,91,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,59,85,53,57,66,58,61,93,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009222,2026,OL
66,68,80,94,60,78,98,91,95,73,61,75,94,71,84,72,98,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,65,71,78,67,57,67,76,60,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009223,2026,OL
82,83,94,85,68,88,85,86,71,99,43,61,69,76,44,98,86,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,76,92,83,90,60,63,92,87,66,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009224,2026,OL
78,82,81,78,66,73,87,68,59,92,61,63,64,47,60,70,71,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,66,82,58,75,71,87,76,71,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009225,2026,OL
80,74,92,77,67,77,80,85,62,74,70,68,96,34,69,95,93,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,83,93,85,93,90,77,83,82,93,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009226,2026,OL
60,68,73,58,60,52,55,82,72,37,70,71,56,84,67,55,93,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,71,63,70,55,70,73,60,81,59,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009227,2026,OL
52,55,64,80,62,42,38,48,57,37,94,87,43,90,81,36,86,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,58,45,46,69,44,44,53,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009228,2026,DL
84,94,97,80,99,88,84,80,72,80,46,69,98,85,57,99,84,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,99,86,97,81,99,92,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009229,2026,DL
85,90,96,91,66,79,79,97,83,86,59,65,84,75,85,79,74,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,84,88,97,71,99,74,71,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009230,2026,DL
53,56,62,60,63,49,86,27,75,57,69,41,69,56,81,71,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,37,44,49,57,48,54,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009231,2026,DL
60,62,73,60,88,53,58,63,56,94,61,73,65,67,64,57,65,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,62,63,53,71,53,59,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009232,2026,DL
57,60,70,62,59,48,79,47,50,52,73,63,78,64,60,55,67,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,54,63,60,52,74,68,66,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009233,2026,DL
59,48,64,71,45,61,80,50,54,81,86,63,53,65,72,54,70,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,54,43,49,64,56,64,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009234,2026,DL
81,75,85,80,89,88,73,84,79,85,99,84,68,58,71,96,67,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,65,84,84,75,90,83,81,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009235,2026,DL
77,76,81,89,99,86,82,70,61,54,77,61,62,76,76,71,84,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,76,75,72,66,74,71,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009236,2026,DL
60,65,71,86,80,68,52,62,59,68,70,73,37,76,67,66,64,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,44,71,60,40,46,80,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009237,2026,DL
63,60,79,61,73,69,69,58,53,58,99,84,59,58,71,55,63,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,71,51,84,54,80,75,70,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009238,2026,EDGE
70,65,78,55,70,73,64,43,53,54,69,78,68,52,71,70,57,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,58,82,56,47,76,49,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009239,2026,EDGE
54,47,56,37,56,55,38,54,73,63,76,96,51,50,51,59,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,58,68,56,38,48,45,39,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009240,2026,EDGE
66,63,87,91,84,62,68,72,49,69,75,39,80,43,43,56,93,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,92,71,71,72,77,70,66,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009241,2026,EDGE
81,72,90,73,65,87,79,66,75,96,54,61,78,46,45,68,60,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,71,54,83,74,83,70,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009242,2026,EDGE
67,76,77,86,99,78,68,61,77,60,74,95,67,42,85,76,71,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,67,64,79,65,63,69,89,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009243,2026,EDGE
76,88,94,90,77,80,92,88,71,75,46,48,89,76,38,78,92,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,97,77,77,64,88,99,76,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009244,2026,EDGE
68,74,85,54,54,45,53,69,67,52,76,53,57,61,50,81,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,63,69,61,78,79,59,78,65,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009245,2026,LB
85,82,84,58,93,73,78,80,75,83,95,56,78,68,59,82,82,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,74,98,80,66,91,87,90,78,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009246,2026,LB
65,56,78,55,53,62,58,69,58,74,71,99,68,67,85,29,72,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,54,70,50,59,68,71,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009247,2026,LB
63,60,81,58,82,94,79,62,66,65,69,61,72,52,87,42,32,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,59,64,76,58,70,58,61,53,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009248,2026,LB
36,31,51,51,24,21,36,44,64,18,57,56,21,77,83,45,70,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,41,55,42,36,53,40,31,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009249,2026,LB
82,81,97,83,57,86,99,69,99,99,68,56,99,60,61,73,54,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,78,81,97,78,80,75,62,87,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009250,2026,LB
49,55,58,51,52,66,56,60,67,58,68,56,52,75,59,41,74,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59,47,66,48,44,68,37,58,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009251,2026,LB
82,78,85,90,92,99,93,82,65,82,66,69,77,67,64,84,63,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,88,71,89,95,98,80,87,80,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009252,2026,LB
59,68,76,77,64,47,72,80,58,40,81,73,49,72,83,71,89,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,51,62,73,65,61,70,56,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009253,2026,LB
86,78,94,62,77,53,73,97,87,83,62,83,71,50,78,88,73,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,89,65,76,93,82,89,84,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009254,2026,LB
70,65,75,82,59,69,73,69,53,90,71,74,63,85,49,77,74,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,77,74,74,49,46,85,65,61,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_009255,2026,LB
58,55,58,48,33,48,74,42,62,51,59,69,43,76,62,46,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,49,0,0,0,0,47,73,44,46,45,43,59,28,0,0,0,0,0,0,person_009256,2026,CB
74,72,81,68,79,81,49,72,58,58,63,64,79,61,46,42,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,54,0,0,0,0,88,69,52,73,74,81,61,74,0,0,0,0,0,0,person_009257,2026,CB
84,88,84,72,62,84,67,69,65,99,78,52,73,68,54,78,82,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,78,0,0,0,0,85,74,86,74,84,99,71,74,0,0,0,0,0,0,person_009258,2026,CB
56,57,69,63,58,52,58,53,65,56,72,53,55,71,70,68,87,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,60,0,0,0,0,64,54,59,58,69,63,71,46,0,0,0,0,0,0,person_009259,2026,CB
60,60,62,72,46,58,43,62,87,38,45,44,57,49,70,65,71,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,48,0,0,0,0,59,40,62,55,59,62,79,48,0,0,0,0,0,0,person_009260,2026,CB
59,58,72,65,78,65,48,62,63,37,77,53,51,72,69,64,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,49,0,0,0,0,69,80,59,53,73,58,67,67,0,0,0,0,0,0,person_009261,2026,CB
89,97,94,91,99,93,91,88,81,91,69,62,79,89,76,99,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,89,0,0,0,0,85,93,98,86,89,91,87,79,0,0,0,0,0,0,person_009262,2026,CB
63,56,60,57,85,50,54,62,74,73,83,55,59,99,65,54,67,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,58,0,0,0,0,48,60,55,55,60,36,52,42,0,0,0,0,0,0,person_009263,2026,CB
70,75,82,83,67,52,80,53,67,87,43,74,79,60,86,51,72,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,48,0,0,0,0,76,73,68,55,84,93,70,62,0,0,0,0,0,0,person_009264,2026,CB
73,75,76,79,73,77,55,85,79,67,50,71,87,46,54,71,88,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,77,0,0,0,0,64,80,85,79,70,84,79,73,0,0,0,0,0,0,person_009265,2026,S
67,74,69,64,62,74,58,76,67,96,43,81,54,54,43,78,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,78,0,0,0,0,85,50,59,62,66,71,69,73,0,0,0,0,0,0,person_009266,2026,S
80,75,85,85,57,85,72,73,78,94,66,60,82,51,49,53,77,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,81,0,0,0,0,81,77,96,86,51,76,90,81,0,0,0,0,0,0,person_009267,2026,S
60,71,70,73,61,62,59,45,87,64,66,94,72,52,81,73,69,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,0,0,0,73,61,67,47,72,78,60,59,0,0,0,0,0,0,person_009268,2026,S
72,67,73,84,80,50,71,68,85,75,54,75,67,44,62,95,59,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66,0,0,0,0,75,78,60,76,70,62,69,77,0,0,0,0,0,0,person_009269,2026,S
76,78,85,97,70,54,62,81,54,76,36,77,82,63,74,75,88,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,59,0,0,0,0,66,72,61,66,65,70,76,71,0,0,0,0,0,0,person_009270,2026,S
