personId,primaryPosition,secondaryPosition,jerseyNumber,heightInches,weightPounds,classYear,eligibilityYearsRemaining,redshirtStatus,transferStatus,depthChartRole,captainStatus,schemeFit,developmentSpeed,playingTimeExpectation,academicStanding
person_009445,TE,,93,75,256,SR,2,available,none,rotation,False,87,98,developmental,68
person_009446,TE,,78,75,254,SO,4,available,none,developmental,False,96,59,developmental,59
person_009447,TE,,92,80,243,RS FR,1,redshirted,none,rotation,False,83,65,star,64
person_009448,OL,,20,77,324,RS SR,3,redshirted,none,backup,False,72,82,rotation,81
person_009449,OL,,87,78,332,RS SR,4,redshirted,none,backup,False,71,84,star,97
person_009450,OL,,55,80,293,RS JR,1,redshirted,none,rotation,False,73,39,star,71
person_009451,OL,,11,79,323,FR,3,available,none,developmental,False,49,85,special teams,65
person_009452,OL,,40,76,285,SO,2,available,none,developmental,False,43,39,starter,68
person_009453,OL,,41,78,299,RS JR,1,redshirted,none,backup,False,94,82,rotation,74
person_009454,OL,,40,80,314,RS SR,2,redshirted,none,developmental,False,55,91,developmental,54
person_009455,OL,,64,76,328,RS JR,3,redshirted,none,developmental,False,88,69,special teams,61
person_009456,OL,,64,75,296,SR,2,available,none,backup,False,73,98,rotation,73
person_009457,OL,,88,79,316,RS SR,1,redshirted,none,rotation,False,70,56,starter,60
person_009458,OL,,81,76,301,RS JR,4,redshirted,none,starter,False,87,45,starter,70
person_009459,OL,,8,77,309,SO,2,available,none,starter,False,65,77,developmental,59
person_009460,OL,,45,79,331,FR,3,available,none,starter,False,68,70,rotation,64
person_009461,OL,,45,76,290,RS JR,2,redshirted,none,backup,False,85,50,rotation,55
person_009462,OL,,8,77,301,JR,2,available,none,rotation,False,87,53,starter,89
person_009463,OL,,93,76,286,RS SR,1,redshirted,none,starter,False,48,51,rotation,70
person_009464,OL,,47,75,300,SO,2,available,none,backup,False,74,64,rotation,74
person_009465,OL,,51,77,322,SO,2,available,none,backup,False,44,65,starter,80
person_009466,DL,,82,74,312,SR,1,available,none,rotation,False,84,63,starter,57
person_009467,DL,,14,74,319,RS JR,2,redshirted,none,rotation,False,72,62,rotation,54
person_009468,DL,,13,74,308,JR,2,available,none,rotation,False,66,47,developmental,72
person_009469,DL,,23,79,277,RS FR,2,redshirted,none,developmental,False,34,33,starter,64
person_009470,DL,,96,78,280,RS FR,1,redshirted,none,developmental,False,71,53,developmental,85
person_009471,DL,,16,78,305,RS FR,4,redshirted,none,rotation,False,46,60,special teams,72
person_009472,DL,,97,79,290,RS FR,2,redshirted,none,rotation,False,69,75,star,95
person_009473,DL,,73,77,291,FR,1,available,none,starter,False,56,36,special teams,80
person_009474,DL,,92,78,291,FR,2,available,none,backup,False,51,42,rotation,34
person_009475,DL,,17,78,300,SR,4,available,none,developmental,False,88,52,starter,70
person_009476,EDGE,,63,75,241,RS JR,2,redshirted,none,developmental,False,85,27,developmental,63
person_009477,EDGE,,97,74,254,RS SO,1,redshirted,none,rotation,False,99,56,developmental,64
person_009478,EDGE,,62,75,280,RS FR,1,redshirted,none,rotation,False,53,41,starter,60
person_009479,EDGE,,59,74,271,SO,1,available,none,backup,False,84,73,rotation,71
person_009480,EDGE,,84,79,271,SR,1,available,none,rotation,False,84,82,developmental,83
person_009481,EDGE,,99,74,259,RS FR,3,redshirted,none,backup,False,65,70,rotation,80
person_009482,EDGE,,61,74,243,SR,3,available,none,rotation,False,80,61,special teams,63
person_009483,LB,,84,77,229,FR,4,available,none,developmental,False,51,84,rotation,64
person_009484,LB,,53,73,230,JR,4,available,none,starter,False,78,80,rotation,54
person_009485,LB,,13,72,230,SO,2,available,none,developmental,False,99,64,developmental,62
person_009486,LB,,55,77,242,SR,4,available,none,rotation,False,84,78,special teams,90
person_009487,LB,,68,73,227,SO,4,available,none,backup,False,56,90,rotation,86
person_009488,LB,,7,72,242,SO,3,available,none,developmental,False,83,49,rotation,76
person_009489,LB,,29,73,235,RS SR,3,redshirted,none,starter,False,77,69,developmental,64
person_009490,LB,,81,77,245,JR,1,available,none,starter,False,52,72,developmental,59
person_009491,LB,,59,73,219,JR,3,available,none,developmental,False,59,62,rotation,60
person_009492,LB,,52,76,248,RS SR,1,redshirted,none,backup,False,78,56,rotation,63
person_009493,LB,,37,72,238,SR,4,available,none,rotation,False,73,19,starter,65
person_009494,CB,,12,70,176,RS SO,2,redshirted,none,starter,False,99,33,rotation,35
person_009495,CB,,26,71,196,SO,4,available,none,starter,False,67,59,star,63
person_009496,CB,,99,69,177,RS JR,3,redshirted,none,rotation,False,67,62,star,67
person_009497,CB,,32,73,177,JR,4,available,none,rotation,False,56,77,developmental,85
person_009498,CB,,98,74,170,FR,3,available,none,backup,False,56,78,developmental,45
person_009499,CB,,86,72,204,RS SR,3,redshirted,none,starter,True,45,51,rotation,81
person_009500,CB,,78,74,194,FR,1,available,none,starter,False,79,67,star,58
person_009501,CB,,74,74,193,JR,2,available,none,backup,False,79,62,star,91
person_009502,CB,,74,73,191,SR,1,available,none,developmental,False,70,81,developmental,64
person_009503,S,,71,70,197,RS FR,4,redshirted,none,developmental,False,57,56,developmental,99
person_009504,S,,28,70,218,SO,3,available,none,developmental,False,83,57,special teams,83
person_009505,S,,47,73,220,RS FR,4,redshirted,none,starter,False,68,45,developmental,63
person_009506,S,,54,70,212,RS SR,3,redshirted,none,starter,False,84,55,developmental,58
person_009507,S,,63,72,198,SR,2,available,none,developmental,False,69,60,star,52
person_009508,S,,35,75,213,JR,1,available,none,developmental,False,63,87,rotation,71
person_009509,S,,6,72,203,SR,4,available,none,rotation,False,90,69,starter,82
person_009510,K,,61,73,212,SR,4,available,none,starter,True,88,53,developmental,66
person_009511,K,,8,70,194,RS FR,1,redshirted,none,starter,False,77,41,developmental,99
person_009512,P,,19,75,198,RS FR,1,redshirted,none,backup,False,64,94,star,72
person_009513,P,,58,72,201,RS JR,2,redshirted,none,starter,False,68,63,star,73
person_009514,LS,,86,76,225,JR,2,available,none,starter,False,56,61,developmental,79
person_009515,ATH,LB,85,70,233,FR,3,available,none,backup,False,70,59,star,78
person_009516,ATH,WR,94,72,221,RS JR,4,redshirted,none,starter,False,76,53,star,61
person_009517,ATH,DB,68,76,225,RS SO,3,redshirted,none,rotation,False,51,69,star,88
person_009518,ATH,WR,95,72,208,RS SO,1,redshirted,none,developmental,False,59,76,special teams,49
person_009519,ATH,WR,14,70,233,RS SO,4,redshirted,none,backup,False,70,87,developmental,82
person_009520,ATH,RB,77,73,210,RS JR,4,redshirted,none,developmental,False,69,44,developmental,77
person_009535,QB,,18,73,222,SR,1,available,none,starter,False,85,99,star,53
person_009536,QB,,11,78,234,FR,1,available,none,starter,False,66,55,rotation,61
person_009537,QB,,87,72,212,RS SR,1,redshirted,none,starter,True,67,29,rotation,89
person_009538,QB,,80,74,230,SO,1,available,none,starter,False,75,47,starter,64
person_009539,QB,,55,78,197,RS SO,4,redshirted,none,starter,False,89,89,star,76
person_009540,RB,,81,68,229,SO,4,available,none,starter,False,90,61,developmental,45
person_009541,RB,,47,74,213,RS JR,2,redshirted,none,starter,False,54,44,rotation,76
person_009542,RB,,60,71,215,RS SO,1,redshirted,none,starter,False,66,88,developmental,75
person_009543,RB,,87,74,190,SR,4,available,none,starter,False,86,78,starter,89
person_009544,RB,,30,73,215,SO,1,available,none,starter,False,57,63,rotation,70
person_009545,RB,,9,70,222,SR,1,available,none,starter,False,42,93,rotation,65
person_009546,RB,,76,74,199,RS SR,4,redshirted,none,starter,False,58,55,special teams,77
person_009547,WR,,58,72,192,RS SR,1,redshirted,none,starter,False,88,57,special teams,71
person_009548,WR,,80,76,192,RS SO,4,redshirted,none,starter,False,53,46,rotation,72
person_009549,WR,,13,68,217,JR,2,available,none,starter,False,78,65,developmental,99
person_009550,WR,,63,76,218,RS FR,1,redshirted,none,starter,False,64,80,developmental,54
person_009551,WR,,15,77,210,JR,2,available,none,starter,False,66,51,starter,53
person_009552,WR,,13,76,170,SO,4,available,none,starter,False,65,58,starter,80
person_009553,WR,,72,69,193,JR,3,available,none,starter,False,56,64,special teams,48
person_009554,WR,,68,73,212,SO,2,available,none,starter,False,52,77,starter,63
person_009555,WR,,10,75,172,SO,1,available,none,starter,False,84,81,rotation,64
person_009556,WR,,90,75,196,RS SR,4,redshirted,none,starter,False,87,42,developmental,97
person_009557,WR,,11,76,182,JR,3,available,none,starter,False,54,41,star,74
person_009558,WR,,94,76,208,SR,4,available,none,developmental,False,76,37,developmental,84
person_009559,WR,,52,77,208,RS JR,2,redshirted,none,starter,False,88,64,special teams,52
person_009560,WR,,29,71,200,RS JR,3,redshirted,none,developmental,False,63,62,developmental,70
person_009561,TE,,8,75,242,SO,1,available,none,backup,False,82,45,developmental,66
person_009562,TE,,88,79,261,RS JR,4,redshirted,none,developmental,True,71,76,rotation,68
person_009563,TE,,19,78,257,RS FR,3,redshirted,none,starter,False,54,65,developmental,64
person_009564,TE,,94,75,230,FR,1,available,none,backup,False,69,71,special teams,78
person_009565,TE,,0,78,230,FR,2,available,none,backup,False,42,55,special teams,72
person_009566,TE,,91,77,247,SO,3,available,none,developmental,False,82,76,starter,76
person_009567,OL,,89,76,307,RS SO,1,redshirted,none,backup,False,53,59,starter,69
person_009568,OL,,88,75,293,SR,4,available,none,starter,False,94,65,star,95
person_009569,OL,,22,79,313,SR,1,available,none,backup,False,99,76,starter,64
person_009570,OL,,3,78,301,JR,1,available,none,developmental,False,85,51,starter,70
person_009571,OL,,92,79,291,SO,4,available,none,starter,False,77,77,special teams,94
person_009572,OL,,39,78,294,RS FR,4,redshirted,none,backup,False,78,66,star,63
person_009573,OL,,51,76,325,SO,3,available,none,backup,False,76,71,special teams,85
person_009574,OL,,13,80,288,RS SR,4,redshirted,none,developmental,False,81,37,special teams,78
person_009575,OL,,51,77,326,SO,4,available,none,developmental,False,98,79,rotation,68
person_009576,OL,,91,80,305,SO,2,available,none,starter,True,75,54,starter,74
person_009577,OL,,94,76,308,SR,1,available,none,rotation,False,84,88,star,97
person_009578,OL,,85,76,307,SR,1,available,none,starter,False,91,80,starter,98
person_009579,OL,,70,78,296,JR,4,available,none,developmental,False,99,73,rotation,76
person_009580,OL,,87,75,289,RS SR,4,redshirted,none,rotation,False,86,91,special teams,40
person_009581,OL,,67,79,339,JR,3,available,none,starter,False,83,40,rotation,81
person_009582,OL,,36,80,322,RS SR,3,redshirted,none,backup,False,44,77,rotation,85
person_009583,OL,,47,79,313,SR,1,available,none,starter,False,63,46,developmental,87
person_009584,OL,,7,78,328,RS SR,3,redshirted,none,backup,False,51,90,developmental,57
person_009585,DL,,88,73,302,JR,1,available,none,starter,False,75,76,rotation,78
person_009586,DL,,40,77,297,JR,2,available,none,rotation,False,67,80,developmental,71
person_009587,DL,,93,77,306,RS FR,1,redshirted,none,backup,False,40,59,special teams,69
person_009588,DL,,94,77,281,RS JR,1,redshirted,none,developmental,False,76,55,rotation,79
person_009589,DL,,13,77,322,RS SO,3,redshirted,none,developmental,False,62,61,developmental,31
person_009590,DL,,58,78,270,RS JR,1,redshirted,none,developmental,False,75,40,starter,82
person_009591,DL,,44,76,298,RS SO,2,redshirted,none,starter,False,61,94,rotation,68
person_009592,DL,,93,76,282,FR,3,available,none,rotation,False,48,66,star,76
person_009593,DL,,71,78,317,JR,3,available,none,backup,False,65,58,starter,57
person_009594,DL,,96,78,319,RS SO,3,redshirted,none,starter,False,69,87,starter,66
person_009595,EDGE,,33,76,262,RS SR,2,redshirted,none,rotation,True,73,93,rotation,77
person_009596,EDGE,,27,74,280,RS SO,2,redshirted,none,backup,False,64,68,starter,81
person_009597,EDGE,,76,74,262,RS FR,4,redshirted,none,rotation,False,80,58,star,73
person_009598,EDGE,,69,76,247,FR,1,available,none,developmental,False,79,97,special teams,78
person_009599,EDGE,,10,79,240,FR,2,available,none,rotation,False,78,68,developmental,76
person_009600,EDGE,,88,76,266,RS FR,3,redshirted,none,rotation,False,82,71,star,59
person_009601,EDGE,,20,75,261,SO,3,available,none,rotation,False,71,89,special teams,73
person_009602,LB,,36,77,228,RS SO,3,redshirted,none,backup,False,81,86,special teams,60
person_009603,LB,,17,73,248,RS SR,2,redshirted,none,starter,False,38,66,star,62
person_009604,LB,,49,77,226,RS JR,1,redshirted,none,starter,False,99,23,special teams,33
person_009605,LB,,30,77,215,RS JR,1,redshirted,none,starter,False,71,59,developmental,75
person_009606,LB,,11,73,229,JR,3,available,none,starter,False,72,45,rotation,73
person_009607,LB,,11,74,232,RS FR,1,redshirted,none,developmental,False,80,77,developmental,74
person_009608,LB,,28,75,233,RS JR,2,redshirted,none,starter,False,79,38,developmental,85
person_009609,LB,,33,77,237,SO,3,available,none,backup,False,43,49,special teams,47
person_009610,LB,,93,77,248,JR,2,available,none,rotation,False,64,52,starter,78
person_009611,LB,,51,77,221,RS SR,4,redshirted,none,starter,False,58,76,star,87
person_009612,LB,,9,75,232,SR,3,available,none,backup,False,62,93,developmental,83
person_009613,CB,,82,71,188,SO,4,available,none,starter,False,58,99,starter,74
person_009614,CB,,89,72,197,RS JR,2,redshirted,none,rotation,False,45,54,starter,68
person_009615,CB,,12,70,182,RS SO,2,redshirted,none,backup,False,96,63,star,75
person_009616,CB,,2,71,185,RS SO,3,redshirted,none,starter,False,74,71,starter,64
person_009617,CB,,94,70,190,SO,4,available,none,backup,False,63,32,developmental,84
person_009618,CB,,18,72,188,RS FR,2,redshirted,none,developmental,True,73,35,star,92
person_009619,CB,,56,74,202,JR,3,available,none,developmental,False,66,87,special teams,75
person_009620,CB,,80,72,185,RS FR,2,redshirted,none,developmental,False,49,69,star,87
person_009621,CB,,8,74,185,RS SR,3,redshirted,none,backup,False,85,87,developmental,79
person_009622,S,,43,75,202,FR,2,available,none,starter,False,42,40,starter,67
person_009623,S,,15,75,203,SO,1,available,none,starter,False,99,74,star,60
person_009624,S,,96,70,185,RS FR,3,redshirted,none,developmental,False,53,75,rotation,81
person_009625,S,,44,70,201,SO,4,available,none,developmental,False,50,59,rotation,75
person_009626,S,,39,75,195,SR,1,available,none,developmental,False,55,70,rotation,78
person_009627,S,,11,70,212,RS JR,4,redshirted,none,starter,False,61,53,special teams,37
person_009628,S,,33,72,201,JR,3,available,none,developmental,False,78,48,starter,63
person_009629,K,,30,72,196,FR,4,available,none,backup,False,56,60,star,54
person_009630,K,,73,72,180,SO,3,available,none,rotation,False,69,99,star,78
person_009631,P,,84,74,203,JR,3,available,none,developmental,False,92,55,rotation,85
person_009632,P,,0,73,209,JR,4,available,none,developmental,False,62,85,special teams,60
person_009633,LS,,99,72,245,SR,1,available,none,starter,False,64,63,developmental,81
person_009634,ATH,WR,77,76,208,FR,3,available,none,starter,False,57,70,rotation,95
person_009635,ATH,LB,49,72,201,JR,3,available,none,backup,False,91,66,rotation,65
person_009636,ATH,LB,45,73,187,RS SO,2,redshirted,none,backup,False,31,38,special teams,67
person_009637,ATH,WR,17,76,234,RS JR,3,redshirted,none,starter,False,62,76,rotation,57
person_009638,ATH,DB,36,74,229,FR,1,available,none,developmental,False,65,60,starter,72
person_009639,ATH,LB,21,70,232,RS SR,2,redshirted,none,developmental,False,44,54,rotation,77
person_009654,QB,,6,77,231,RS JR,4,redshirted,none,starter,False,62,61,rotation,85
person_009655,QB,,66,74,206,RS SO,1,redshirted,none,starter,False,76,95,star,44
person_009656,QB,,22,77,205,RS SO,1,redshirted,none,starter,False,55,75,star,61
person_009657,QB,,3,74,203,FR,2,available,none,starter,False,65,86,star,63
person_009658,QB,,81,73,219,RS SR,4,redshirted,none,starter,False,76,78,rotation,36
person_009659,RB,,79,72,207,RS SR,1,redshirted,none,starter,False,77,53,starter,70
person_009660,RB,,60,71,229,RS FR,1,redshirted,none,starter,False,58,70,developmental,59
person_009661,RB,,45,72,221,JR,2,available,none,starter,False,65,86,special teams,67
person_009662,RB,,36,70,204,RS SR,4,redshirted,none,starter,False,76,61,star,70
person_009663,RB,,92,74,210,RS SR,1,redshirted,none,starter,False,80,61,star,65
person_009664,RB,,69,74,223,JR,3,available,none,starter,False,83,39,developmental,71
person_009665,RB,,30,73,201,RS SO,4,redshirted,none,starter,True,69,54,starter,62
person_009666,WR,,30,72,218,SR,2,available,none,starter,False,75,78,developmental,87
person_009667,WR,,57,72,188,RS FR,2,redshirted,none,starter,False,54,58,special teams,89
person_009668,WR,,78,72,189,SO,2,available,none,starter,False,82,54,rotation,92
person_009669,WR,,75,69,191,RS SO,4,redshirted,none,starter,False,57,67,starter,68
person_009670,WR,,48,68,205,SO,1,available,none,starter,False,65,44,special teams,59
person_009671,WR,,55,69,171,SR,4,available,none,starter,False,75,82,special teams,49
person_009672,WR,,59,76,208,RS JR,1,redshirted,none,starter,False,84,97,developmental,79
person_009673,WR,,94,74,172,RS FR,2,redshirted,none,starter,False,53,69,developmental,95
person_009674,WR,,78,68,217,RS FR,1,redshirted,none,starter,False,64,88,rotation,80
person_009675,WR,,47,72,172,RS SO,2,redshirted,none,starter,False,59,99,star,69
person_009676,WR,,10,77,181,RS SR,4,redshirted,none,rotation,True,76,89,rotation,49
person_009677,WR,,89,70,216,RS JR,2,redshirted,none,rotation,False,51,48,starter,71
person_009678,WR,,1,68,181,SO,3,available,none,starter,False,56,58,starter,66
person_009679,WR,,78,77,201,RS SR,1,redshirted,none,developmental,False,64,71,starter,34
person_009680,TE,,44,77,244,FR,3,available,none,developmental,False,37,68,star,89
person_009681,TE,,6,75,236,JR,1,available,none,developmental,False,63,55,rotation,85
person_009682,TE,,19,77,247,RS SO,4,redshirted,none,rotation,False,48,73,rotation,54
person_009683,TE,,79,76,249,SR,1,available,none,developmental,False,69,45,starter,82
person_009684,TE,,95,79,263,RS SR,2,redshirted,none,starter,False,72,51,special teams,64
person_009685,TE,,28,78,253,RS SO,2,redshirted,none,developmental,False,84,43,star,75
person_009686,OL,,72,79,337,SO,1,available,none,starter,False,59,79,starter,37
person_009687,OL,,78,75,287,SR,3,available,none,developmental,False,68,74,special teams,76
person_009688,OL,,43,80,339,RS JR,1,redshirted,none,starter,False,41,61,special teams,76
person_009689,OL,,72,80,312,RS FR,2,redshirted,none,rotation,False,70,91,starter,59
person_009690,OL,,36,78,297,SR,2,available,none,developmental,False,59,93,starter,74
person_009691,OL,,80,77,291,RS SR,4,redshirted,none,backup,False,87,25,developmental,54
person_009692,OL,,36,78,289,FR,4,available,none,developmental,False,52,58,developmental,61
person_009693,OL,,1,76,319,SO,4,available,none,developmental,False,66,90,developmental,76
person_009694,OL,,27,79,323,RS SR,2,redshirted,none,rotation,False,79,75,developmental,79
person_009695,OL,,80,76,314,RS SR,2,redshirted,none,developmental,False,79,63,special teams,80
person_009696,OL,,24,77,310,SO,2,available,none,backup,False,63,75,special teams,73
person_009697,OL,,42,76,331,RS SO,4,redshirted,none,developmental,False,62,81,star,78
person_009698,OL,,73,79,299,RS FR,4,redshirted,none,starter,False,70,80,rotation,78
person_009699,OL,,64,75,336,RS JR,2,redshirted,none,starter,False,57,74,special teams,69
person_009700,OL,,97,79,302,SO,2,available,none,starter,False,75,51,star,76
person_009701,OL,,85,77,319,RS JR,2,redshirted,none,starter,False,70,53,rotation,77
person_009702,OL,,63,76,327,RS JR,3,redshirted,none,rotation,False,74,87,special teams,78
person_009703,OL,,18,75,288,RS JR,4,redshirted,none,developmental,False,51,76,star,52
person_009704,DL,,58,73,325,SO,1,available,none,backup,False,65,62,special teams,77
person_009705,DL,,90,76,305,RS SO,1,redshirted,none,rotation,False,69,56,rotation,58
person_009706,DL,,13,79,283,FR,2,available,none,developmental,False,40,73,rotation,62
person_009707,DL,,76,75,273,RS JR,4,redshirted,none,developmental,False,74,88,starter,54
person_009708,DL,,9,73,270,RS SR,3,redshirted,none,starter,False,55,73,star,75
person_009709,DL,,30,75,272,FR,4,available,none,rotation,False,70,64,star,72
person_009710,DL,,54,78,271,SR,2,available,none,rotation,False,53,52,rotation,90
person_009711,DL,,25,78,295,RS FR,2,redshirted,none,backup,False,69,67,star,41
person_009712,DL,,11,77,309,FR,1,available,none,backup,False,62,45,rotation,71
person_009713,DL,,36,79,290,SO,4,available,none,rotation,False,87,65,developmental,56
person_009714,EDGE,,33,77,259,JR,2,available,none,developmental,False,66,51,starter,71
person_009715,EDGE,,31,77,244,FR,2,available,none,rotation,False,34,46,rotation,56
person_009716,EDGE,,1,77,250,JR,4,available,none,starter,False,65,83,starter,69
person_009717,EDGE,,94,76,254,SR,2,available,none,rotation,False,79,46,rotation,72
person_009718,EDGE,,89,76,240,SR,3,available,none,backup,False,52,52,rotation,64
person_009719,EDGE,,11,74,255,FR,1,available,none,developmental,False,58,65,rotation,68
person_009720,EDGE,,3,75,272,RS FR,1,redshirted,none,rotation,False,26,26,starter,63
person_009721,LB,,65,73,225,JR,2,available,none,starter,False,61,60,rotation,85
person_009722,LB,,14,75,237,RS JR,2,redshirted,none,starter,False,51,99,starter,60
person_009723,LB,,21,72,221,RS SR,2,redshirted,none,backup,False,74,99,star,52
person_009724,LB,,78,76,217,FR,4,available,none,starter,False,54,46,special teams,79
person_009725,LB,,16,76,235,SR,1,available,none,backup,False,63,68,developmental,47
person_009726,LB,,45,73,235,SR,4,available,none,rotation,False,64,69,special teams,99
person_009727,LB,,66,75,232,RS JR,1,redshirted,none,backup,False,53,40,special teams,77
person_009728,LB,,78,77,222,SO,3,available,none,backup,False,91,90,starter,76
person_009729,LB,,88,73,239,RS JR,1,redshirted,none,starter,False,99,78,starter,77
person_009730,LB,,15,76,244,RS FR,1,redshirted,none,starter,False,58,68,developmental,74
person_009731,LB,,79,76,237,JR,3,available,none,rotation,False,90,64,developmental,87
person_009732,CB,,55,72,176,FR,3,available,none,rotation,False,53,70,starter,65
person_009733,CB,,5,74,196,RS JR,2,redshirted,none,backup,False,52,97,developmental,63
person_009734,CB,,81,72,180,FR,4,available,none,starter,False,57,65,star,71
person_009735,CB,,38,69,178,RS JR,4,redshirted,none,starter,False,40,78,starter,63
person_009736,CB,,32,74,202,SO,3,available,none,developmental,False,47,71,special teams,66
person_009737,CB,,35,73,190,RS SR,2,redshirted,none,starter,False,76,45,developmental,72
person_009738,CB,,82,69,185,RS JR,1,redshirted,none,backup,False,60,62,star,72
person_009739,CB,,64,71,175,SR,4,available,none,developmental,False,99,21,rotation,58
person_009740,CB,,63,74,186,JR,3,available,none,developmental,False,79,99,starter,72
person_009741,S,,24,74,211,SR,2,available,none,developmental,False,61,84,rotation,72
person_009742,S,,16,74,209,FR,4,available,none,starter,False,47,67,starter,54
person_009743,S,,95,73,187,RS FR,4,redshirted,none,developmental,False,49,67,special teams,48
person_009744,S,,99,71,196,SO,3,available,none,starter,False,60,57,rotation,64
person_009745,S,,47,74,204,RS SO,1,redshirted,none,rotation,False,60,50,special teams,87
person_009746,S,,4,73,214,RS SO,4,redshirted,none,rotation,False,47,63,developmental,83
person_009747,S,,34,74,186,RS SR,3,redshirted,none,backup,False,39,49,special teams,62
person_009748,K,,48,74,208,RS FR,2,redshirted,none,rotation,False,43,62,special teams,92
person_009749,K,,52,72,209,RS SO,3,redshirted,none,rotation,False,58,81,special teams,69
person_009750,P,,41,75,185,RS FR,4,redshirted,none,rotation,False,40,39,star,96
person_009751,P,,80,73,193,RS SO,3,redshirted,none,backup,False,87,99,star,59
person_009752,LS,,14,72,224,RS SO,3,redshirted,none,starter,False,66,70,rotation,63
person_009753,ATH,LB,93,76,220,FR,3,available,none,starter,True,39,76,special teams,72
person_009754,ATH,LB,43,71,238,RS SO,4,redshirted,none,starter,False,82,77,star,36
person_009755,ATH,DB,64,75,230,RS SR,4,redshirted,none,rotation,False,78,91,special teams,81
person_009756,ATH,LB,86,71,210,SR,2,available,none,backup,False,48,84,star,74
person_009757,ATH,DB,52,73,221,JR,2,available,none,backup,False,63,62,starter,64
person_009758,ATH,LB,78,70,210,RS SO,3,redshirted,none,developmental,False,73,60,rotation,82
person_009773,QB,,43,72,216,RS SO,4,redshirted,none,starter,False,57,71,special teams,72
person_009774,QB,,8,78,233,JR,2,available,none,starter,False,66,56,starter,67
person_009775,QB,,12,78,216,FR,1,available,none,starter,False,60,51,developmental,83
person_009776,QB,,72,76,204,RS FR,2,redshirted,none,starter,False,26,60,developmental,75
person_009777,QB,,41,76,205,SO,2,available,none,starter,False,70,56,rotation,73
person_009778,RB,,74,70,212,RS JR,1,redshirted,none,starter,False,68,56,star,66
person_009779,RB,,77,69,229,RS FR,4,redshirted,none,starter,False,61,57,rotation,62
person_009780,RB,,15,73,190,SO,4,available,none,starter,False,50,56,starter,69
person_009781,RB,,39,71,223,RS SO,3,redshirted,none,starter,False,96,39,special teams,70
person_009782,RB,,81,74,215,SR,4,available,none,starter,False,40,67,starter,65
person_009783,RB,,56,74,209,RS FR,1,redshirted,none,starter,False,52,66,developmental,85
person_009784,RB,,75,69,219,RS JR,4,redshirted,none,starter,False,56,62,developmental,76
person_009785,WR,,75,73,173,RS JR,1,redshirted,none,starter,False,68,61,developmental,88
person_009786,WR,,62,71,188,SO,4,available,none,starter,False,52,76,starter,88
person_009787,WR,,40,73,216,RS SO,3,redshirted,none,starter,False,59,49,starter,83
person_009788,WR,,25,71,198,RS FR,1,redshirted,none,starter,False,55,76,rotation,58
person_009789,WR,,51,75,218,RS FR,4,redshirted,none,starter,False,64,31,starter,44
person_009790,WR,,75,69,182,RS SR,3,redshirted,none,starter,False,71,63,special teams,75
person_009791,WR,,31,73,206,SO,4,available,none,starter,False,56,83,rotation,54
person_009792,WR,,58,71,173,SO,1,available,none,starter,False,56,22,star,57
person_009793,WR,,60,72,187,RS FR,4,redshirted,none,starter,False,74,45,rotation,56
person_009794,WR,,39,72,182,RS SR,1,redshirted,none,starter,False,83,45,special teams,80
person_009795,WR,,3,70,201,RS JR,3,redshirted,none,backup,False,66,84,star,81
person_009796,WR,,62,72,181,SO,3,available,none,backup,True,73,51,special teams,31
person_009797,WR,,13,70,203,FR,4,available,none,rotation,False,80,58,special teams,65
person_009798,WR,,20,73,186,FR,4,available,none,starter,False,53,75,developmental,65
person_009799,TE,,43,79,259,RS JR,1,redshirted,none,backup,False,75,41,special teams,98
person_009800,TE,,73,78,248,RS FR,3,redshirted,none,rotation,False,57,99,developmental,87
person_009801,TE,,52,76,262,RS FR,4,redshirted,none,rotation,False,39,51,star,67
person_009802,TE,,9,77,240,JR,1,available,none,rotation,False,55,47,star,99
person_009803,TE,,93,77,258,FR,2,available,none,starter,False,40,62,special teams,55
person_009804,TE,,50,79,232,RS SO,2,redshirted,none,starter,False,65,67,developmental,49
person_009805,OL,,53,75,296,FR,2,available,none,starter,False,64,55,rotation,67
person_009806,OL,,98,76,323,RS FR,1,redshirted,none,developmental,False,48,51,rotation,87
person_009807,OL,,86,78,338,FR,1,available,none,rotation,False,50,63,star,81
person_009808,OL,,61,75,340,RS JR,3,redshirted,none,rotation,False,51,48,rotation,57
person_009809,OL,,68,75,324,JR,4,available,none,starter,False,80,91,star,74
person_009810,OL,,83,76,291,RS FR,2,redshirted,none,developmental,False,61,62,starter,77
person_009811,OL,,50,75,317,RS JR,4,redshirted,none,rotation,False,94,71,starter,81
person_009812,OL,,59,79,303,SO,4,available,none,starter,False,72,44,rotation,84
person_009813,OL,,51,77,307,RS JR,2,redshirted,none,rotation,True,38,89,special teams,50
person_009814,OL,,64,80,316,SR,2,available,none,backup,False,67,63,special teams,51
person_009815,OL,,85,78,322,RS SR,2,redshirted,none,backup,True,68,40,special teams,76
person_009816,OL,,20,79,309,RS JR,1,redshirted,none,backup,True,76,50,rotation,50
person_009817,OL,,77,77,331,RS FR,2,redshirted,none,developmental,False,65,28,rotation,43
person_009818,OL,,65,78,335,SR,1,available,none,backup,False,83,45,starter,48
person_009819,OL,,31,80,320,RS SO,1,redshirted,none,developmental,False,63,80,developmental,66
person_009820,OL,,82,78,288,RS JR,1,redshirted,none,starter,False,66,62,star,61
