personId,traitId,traitName,category,polarity,strength
person_009254,nil_driven,Nil Driven,personality,mixed,5
person_009255,coachable,Coachable,personality,mixed,3
person_009256,clutch,Clutch,personality,mixed,2
person_009256,coachable,Coachable,personality,mixed,5
person_009256,loyal,Loyal,personality,negative,1
person_009257,high_football_iq,High Football Iq,personality,positive,2
person_009258,coachable,Coachable,personality,positive,5
person_009259,high_football_iq,High Football Iq,personality,mixed,4
person_009260,clutch,Clutch,personality,mixed,1
person_009260,nil_driven,Nil Driven,personality,negative,2
person_009260,poor_discipline,Poor Discipline,personality,negative,4
person_009261,coachable,Coachable,personality,positive,4
person_009262,slow_learner,Slow Learner,personality,negative,1
person_009262,nil_driven,Nil Driven,personality,mixed,5
person_009262,raw_athlete,Raw Athlete,physical/availability,negative,4
person_009263,slow_learner,Slow Learner,personality,positive,1
person_009264,film_junkie,Film Junkie,personality,negative,4
person_009264,high_motor,High Motor,physical/availability,negative,3
person_009264,loyal,Loyal,personality,mixed,2
person_009265,transfer_risk,Transfer Risk,personality,mixed,5
person_009266,volatile_confidence,Volatile Confidence,personality,positive,4
person_009266,competitor,Competitor,personality,mixed,2
person_009267,big_game_performer,Big Game Performer,personality,mixed,1
person_009268,coachable,Coachable,personality,positive,2
person_009269,big_game_performer,Big Game Performer,personality,mixed,2
person_009270,film_junkie,Film Junkie,personality,negative,2
person_009270,high_football_iq,High Football Iq,personality,positive,4
person_009270,big_game_performer,Big Game Performer,personality,mixed,5
person_009271,slow_learner,Slow Learner,personality,positive,5
person_009271,film_junkie,Film Junkie,personality,negative,2
person_009271,big_game_performer,Big Game Performer,personality,mixed,1
person_009272,competitor,Competitor,personality,positive,3
person_009272,clutch,Clutch,personality,positive,2
person_009272,raw_athlete,Raw Athlete,physical/availability,positive,1
person_009273,high_football_iq,High Football Iq,personality,mixed,1
person_009273,injury_prone,Injury Prone,physical/availability,mixed,3
person_009274,film_junkie,Film Junkie,personality,negative,4
person_009275,loyal,Loyal,personality,positive,4
person_009275,volatile_confidence,Volatile Confidence,personality,positive,2
person_009275,coachable,Coachable,personality,negative,4
person_009276,big_game_performer,Big Game Performer,personality,negative,4
person_009276,film_junkie,Film Junkie,personality,negative,1
person_009276,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_009277,poor_discipline,Poor Discipline,personality,positive,3
person_009278,loyal,Loyal,personality,positive,1
person_009278,coachable,Coachable,personality,positive,3
person_009278,high_football_iq,High Football Iq,personality,negative,3
person_009279,big_game_performer,Big Game Performer,personality,negative,1
person_009279,volatile_confidence,Volatile Confidence,personality,positive,1
person_009279,locker_room_leader,Locker Room Leader,personality,negative,1
person_009280,high_football_iq,High Football Iq,personality,mixed,5
person_009281,nil_driven,Nil Driven,personality,positive,2
person_009282,injury_prone,Injury Prone,physical/availability,positive,1
person_009282,slow_learner,Slow Learner,personality,positive,1
person_009297,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_009297,injury_prone,Injury Prone,physical/availability,mixed,5
person_009297,competitor,Competitor,personality,mixed,4
person_009298,transfer_risk,Transfer Risk,personality,negative,4
person_009299,volatile_confidence,Volatile Confidence,personality,positive,1
person_009299,big_game_performer,Big Game Performer,personality,mixed,1
person_009299,film_junkie,Film Junkie,personality,positive,3
person_009300,high_motor,High Motor,physical/availability,mixed,3
person_009300,injury_prone,Injury Prone,physical/availability,positive,1
person_009301,locker_room_leader,Locker Room Leader,personality,negative,2
person_009301,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_009302,coachable,Coachable,personality,mixed,1
person_009302,clutch,Clutch,personality,positive,5
person_009302,film_junkie,Film Junkie,personality,positive,4
person_009303,high_football_iq,High Football Iq,personality,mixed,2
person_009303,injury_prone,Injury Prone,physical/availability,mixed,4
person_009303,raw_athlete,Raw Athlete,physical/availability,mixed,2
person_009304,loyal,Loyal,personality,mixed,1
person_009304,locker_room_leader,Locker Room Leader,personality,positive,3
person_009304,clutch,Clutch,personality,mixed,4
person_009305,big_game_performer,Big Game Performer,personality,positive,5
person_009305,coachable,Coachable,personality,positive,3
person_009306,volatile_confidence,Volatile Confidence,personality,negative,1
person_009306,poor_discipline,Poor Discipline,personality,negative,4
person_009307,film_junkie,Film Junkie,personality,negative,5
person_009307,coachable,Coachable,personality,positive,5
person_009307,poor_discipline,Poor Discipline,personality,positive,3
person_009308,big_game_performer,Big Game Performer,personality,negative,3
person_009308,clutch,Clutch,personality,positive,4
person_009308,competitor,Competitor,personality,positive,5
person_009309,competitor,Competitor,personality,mixed,2
person_009310,high_motor,High Motor,physical/availability,mixed,3
person_009310,injury_prone,Injury Prone,physical/availability,positive,5
person_009311,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_009311,locker_room_leader,Locker Room Leader,personality,mixed,3
person_009311,coachable,Coachable,personality,negative,2
person_009312,volatile_confidence,Volatile Confidence,personality,negative,5
person_009313,slow_learner,Slow Learner,personality,positive,5
person_009313,transfer_risk,Transfer Risk,personality,mixed,2
person_009314,volatile_confidence,Volatile Confidence,personality,negative,4
person_009315,big_game_performer,Big Game Performer,personality,positive,2
person_009315,film_junkie,Film Junkie,personality,negative,1
person_009316,locker_room_leader,Locker Room Leader,personality,negative,3
person_009316,injury_prone,Injury Prone,physical/availability,positive,4
person_009317,transfer_risk,Transfer Risk,personality,mixed,2
person_009317,injury_prone,Injury Prone,physical/availability,mixed,2
person_009318,film_junkie,Film Junkie,personality,mixed,4
person_009318,transfer_risk,Transfer Risk,personality,positive,3
person_009319,clutch,Clutch,personality,mixed,1
person_009319,loyal,Loyal,personality,negative,4
person_009319,poor_practice_habits,Poor Practice Habits,personality,mixed,5
person_009320,transfer_risk,Transfer Risk,personality,negative,3
person_009320,locker_room_leader,Locker Room Leader,personality,negative,1
person_009321,raw_athlete,Raw Athlete,physical/availability,positive,1
person_009321,volatile_confidence,Volatile Confidence,personality,negative,5
person_009321,high_motor,High Motor,physical/availability,positive,4
person_009322,locker_room_leader,Locker Room Leader,personality,negative,4
person_009323,clutch,Clutch,personality,positive,3
person_009324,slow_learner,Slow Learner,personality,mixed,5
person_009324,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_009325,coachable,Coachable,personality,mixed,5
person_009325,clutch,Clutch,personality,positive,4
person_009326,raw_athlete,Raw Athlete,physical/availability,positive,5
person_009326,nil_driven,Nil Driven,personality,mixed,2
person_009326,loyal,Loyal,personality,mixed,3
person_009327,competitor,Competitor,personality,positive,4
person_009328,high_motor,High Motor,physical/availability,negative,3
person_009329,high_football_iq,High Football Iq,personality,positive,2
person_009329,locker_room_leader,Locker Room Leader,personality,positive,4
person_009330,poor_practice_habits,Poor Practice Habits,personality,positive,1
person_009331,high_football_iq,High Football Iq,personality,mixed,3
person_009332,film_junkie,Film Junkie,personality,mixed,4
person_009332,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009332,coachable,Coachable,personality,negative,1
person_009333,locker_room_leader,Locker Room Leader,personality,negative,1
person_009333,high_football_iq,High Football Iq,personality,negative,2
person_009333,film_junkie,Film Junkie,personality,positive,2
person_009334,transfer_risk,Transfer Risk,personality,mixed,2
person_009334,big_game_performer,Big Game Performer,personality,mixed,1
person_009334,slow_learner,Slow Learner,personality,positive,3
person_009335,locker_room_leader,Locker Room Leader,personality,positive,1
person_009336,volatile_confidence,Volatile Confidence,personality,mixed,3
person_009336,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009336,nil_driven,Nil Driven,personality,positive,3
person_009337,injury_prone,Injury Prone,physical/availability,negative,2
person_009337,raw_athlete,Raw Athlete,physical/availability,positive,1
person_009337,slow_learner,Slow Learner,personality,positive,5
person_009338,locker_room_leader,Locker Room Leader,personality,positive,3
person_009338,high_motor,High Motor,physical/availability,positive,3
person_009338,big_game_performer,Big Game Performer,personality,positive,4
person_009339,loyal,Loyal,personality,mixed,1
person_009340,poor_discipline,Poor Discipline,personality,negative,3
person_009340,raw_athlete,Raw Athlete,physical/availability,negative,5
person_009340,nil_driven,Nil Driven,personality,negative,3
person_009341,film_junkie,Film Junkie,personality,negative,2
person_009341,big_game_performer,Big Game Performer,personality,negative,5
person_009342,injury_prone,Injury Prone,physical/availability,mixed,4
person_009342,high_motor,High Motor,physical/availability,mixed,5
person_009343,film_junkie,Film Junkie,personality,mixed,5
person_009343,clutch,Clutch,personality,positive,3
person_009343,injury_prone,Injury Prone,physical/availability,negative,3
person_009344,competitor,Competitor,personality,negative,5
person_009345,raw_athlete,Raw Athlete,physical/availability,mixed,3
person_009346,injury_prone,Injury Prone,physical/availability,negative,4
person_009347,high_motor,High Motor,physical/availability,negative,4
person_009348,locker_room_leader,Locker Room Leader,personality,mixed,2
person_009348,coachable,Coachable,personality,negative,1
person_009348,raw_athlete,Raw Athlete,physical/availability,mixed,2
person_009349,competitor,Competitor,personality,mixed,1
person_009349,big_game_performer,Big Game Performer,personality,mixed,5
person_009349,transfer_risk,Transfer Risk,personality,positive,2
person_009350,locker_room_leader,Locker Room Leader,personality,positive,3
person_009351,raw_athlete,Raw Athlete,physical/availability,negative,3
person_009352,volatile_confidence,Volatile Confidence,personality,negative,1
person_009352,loyal,Loyal,personality,positive,5
person_009353,poor_discipline,Poor Discipline,personality,negative,4
person_009353,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009353,raw_athlete,Raw Athlete,physical/availability,positive,1
person_009354,slow_learner,Slow Learner,personality,mixed,5
person_009354,competitor,Competitor,personality,negative,2
person_009354,coachable,Coachable,personality,mixed,2
person_009355,locker_room_leader,Locker Room Leader,personality,mixed,5
person_009355,loyal,Loyal,personality,positive,1
person_009356,slow_learner,Slow Learner,personality,negative,4
person_009356,clutch,Clutch,personality,negative,1
person_009356,nil_driven,Nil Driven,personality,positive,5
person_009357,film_junkie,Film Junkie,personality,mixed,4
person_009357,injury_prone,Injury Prone,physical/availability,positive,4
person_009358,coachable,Coachable,personality,mixed,3
person_009358,competitor,Competitor,personality,mixed,4
person_009358,loyal,Loyal,personality,positive,3
person_009359,high_motor,High Motor,physical/availability,positive,4
person_009359,slow_learner,Slow Learner,personality,positive,4
person_009359,raw_athlete,Raw Athlete,physical/availability,negative,3
person_009360,coachable,Coachable,personality,mixed,1
person_009360,big_game_performer,Big Game Performer,personality,positive,5
person_009360,transfer_risk,Transfer Risk,personality,positive,5
person_009361,film_junkie,Film Junkie,personality,negative,4
person_009361,coachable,Coachable,personality,positive,1
person_009361,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_009362,locker_room_leader,Locker Room Leader,personality,positive,2
person_009363,volatile_confidence,Volatile Confidence,personality,positive,1
person_009364,competitor,Competitor,personality,positive,4
person_009364,injury_prone,Injury Prone,physical/availability,mixed,5
person_009364,high_motor,High Motor,physical/availability,mixed,2
person_009365,transfer_risk,Transfer Risk,personality,positive,4
person_009365,slow_learner,Slow Learner,personality,positive,4
person_009366,raw_athlete,Raw Athlete,physical/availability,mixed,1
person_009366,competitor,Competitor,personality,negative,2
person_009367,locker_room_leader,Locker Room Leader,personality,negative,4
person_009367,film_junkie,Film Junkie,personality,mixed,4
person_009368,coachable,Coachable,personality,positive,3
person_009368,poor_practice_habits,Poor Practice Habits,personality,mixed,5
person_009369,coachable,Coachable,personality,mixed,5
person_009369,clutch,Clutch,personality,negative,1
person_009370,clutch,Clutch,personality,positive,1
person_009370,loyal,Loyal,personality,mixed,5
person_009371,film_junkie,Film Junkie,personality,mixed,2
person_009371,poor_discipline,Poor Discipline,personality,positive,4
person_009372,film_junkie,Film Junkie,personality,mixed,3
person_009372,clutch,Clutch,personality,mixed,4
person_009372,competitor,Competitor,personality,negative,3
person_009373,competitor,Competitor,personality,mixed,1
person_009373,film_junkie,Film Junkie,personality,mixed,4
person_009374,high_motor,High Motor,physical/availability,mixed,3
person_009374,poor_discipline,Poor Discipline,personality,positive,2
person_009375,competitor,Competitor,personality,positive,1
person_009376,nil_driven,Nil Driven,personality,mixed,3
person_009376,transfer_risk,Transfer Risk,personality,mixed,1
person_009377,big_game_performer,Big Game Performer,personality,mixed,3
person_009377,film_junkie,Film Junkie,personality,negative,2
person_009377,transfer_risk,Transfer Risk,personality,mixed,2
person_009378,volatile_confidence,Volatile Confidence,personality,mixed,1
person_009379,coachable,Coachable,personality,mixed,1
person_009379,nil_driven,Nil Driven,personality,positive,4
person_009380,raw_athlete,Raw Athlete,physical/availability,mixed,5
person_009380,film_junkie,Film Junkie,personality,negative,1
person_009381,locker_room_leader,Locker Room Leader,personality,negative,3
person_009381,raw_athlete,Raw Athlete,physical/availability,mixed,1
person_009381,injury_prone,Injury Prone,physical/availability,negative,3
person_009382,transfer_risk,Transfer Risk,personality,positive,5
person_009383,raw_athlete,Raw Athlete,physical/availability,mixed,3
person_009384,loyal,Loyal,personality,mixed,1
person_009384,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_009385,competitor,Competitor,personality,mixed,2
person_009385,slow_learner,Slow Learner,personality,negative,1
person_009385,poor_discipline,Poor Discipline,personality,mixed,5
person_009386,high_motor,High Motor,physical/availability,positive,3
person_009386,clutch,Clutch,personality,positive,4
person_009386,raw_athlete,Raw Athlete,physical/availability,positive,4
person_009387,nil_driven,Nil Driven,personality,negative,1
person_009387,raw_athlete,Raw Athlete,physical/availability,positive,1
person_009387,slow_learner,Slow Learner,personality,negative,1
person_009388,transfer_risk,Transfer Risk,personality,positive,4
person_009388,competitor,Competitor,personality,mixed,1
person_009388,injury_prone,Injury Prone,physical/availability,mixed,5
person_009389,transfer_risk,Transfer Risk,personality,negative,1
person_009389,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_009389,big_game_performer,Big Game Performer,personality,positive,3
person_009390,coachable,Coachable,personality,negative,4
person_009390,volatile_confidence,Volatile Confidence,personality,positive,1
person_009390,poor_discipline,Poor Discipline,personality,positive,2
person_009391,clutch,Clutch,personality,negative,2
person_009391,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_009391,competitor,Competitor,personality,negative,4
person_009392,poor_practice_habits,Poor Practice Habits,personality,negative,5
person_009392,slow_learner,Slow Learner,personality,negative,3
person_009392,volatile_confidence,Volatile Confidence,personality,negative,3
person_009393,loyal,Loyal,personality,negative,1
person_009394,high_motor,High Motor,physical/availability,negative,4
person_009394,clutch,Clutch,personality,mixed,3
person_009395,locker_room_leader,Locker Room Leader,personality,positive,5
person_009395,nil_driven,Nil Driven,personality,positive,4
person_009396,clutch,Clutch,personality,negative,1
person_009397,nil_driven,Nil Driven,personality,mixed,3
person_009398,clutch,Clutch,personality,positive,5
person_009399,competitor,Competitor,personality,mixed,1
person_009399,transfer_risk,Transfer Risk,personality,negative,3
person_009399,injury_prone,Injury Prone,physical/availability,mixed,4
person_009400,transfer_risk,Transfer Risk,personality,negative,4
person_009401,locker_room_leader,Locker Room Leader,personality,mixed,2
person_009401,volatile_confidence,Volatile Confidence,personality,positive,2
person_009416,loyal,Loyal,personality,negative,2
person_009417,high_football_iq,High Football Iq,personality,mixed,2
person_009417,transfer_risk,Transfer Risk,personality,negative,3
person_009418,high_motor,High Motor,physical/availability,negative,1
person_009418,transfer_risk,Transfer Risk,personality,positive,3
person_009418,clutch,Clutch,personality,negative,2
person_009419,transfer_risk,Transfer Risk,personality,mixed,4
person_009419,competitor,Competitor,personality,positive,4
person_009420,slow_learner,Slow Learner,personality,negative,5
person_009420,locker_room_leader,Locker Room Leader,personality,mixed,1
person_009420,raw_athlete,Raw Athlete,physical/availability,negative,1
person_009421,injury_prone,Injury Prone,physical/availability,negative,5
person_009421,competitor,Competitor,personality,positive,5
person_009422,raw_athlete,Raw Athlete,physical/availability,negative,3
person_009422,slow_learner,Slow Learner,personality,mixed,1
person_009422,high_football_iq,High Football Iq,personality,negative,2
person_009423,volatile_confidence,Volatile Confidence,personality,mixed,3
person_009424,competitor,Competitor,personality,negative,3
person_009425,coachable,Coachable,personality,negative,5
person_009425,locker_room_leader,Locker Room Leader,personality,negative,3
person_009426,film_junkie,Film Junkie,personality,positive,5
person_009427,clutch,Clutch,personality,positive,4
person_009428,loyal,Loyal,personality,positive,3
person_009428,high_football_iq,High Football Iq,personality,negative,5
person_009429,slow_learner,Slow Learner,personality,mixed,4
person_009429,injury_prone,Injury Prone,physical/availability,mixed,5
person_009430,high_football_iq,High Football Iq,personality,negative,2
person_009431,big_game_performer,Big Game Performer,personality,mixed,4
person_009431,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_009432,loyal,Loyal,personality,mixed,2
person_009432,slow_learner,Slow Learner,personality,positive,3
person_009432,nil_driven,Nil Driven,personality,positive,1
person_009433,slow_learner,Slow Learner,personality,mixed,5
person_009433,film_junkie,Film Junkie,personality,mixed,3
person_009433,poor_practice_habits,Poor Practice Habits,personality,mixed,1
person_009434,high_motor,High Motor,physical/availability,positive,2
person_009434,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_009434,volatile_confidence,Volatile Confidence,personality,mixed,5
person_009435,film_junkie,Film Junkie,personality,positive,1
person_009435,transfer_risk,Transfer Risk,personality,positive,5
person_009435,clutch,Clutch,personality,negative,2
person_009436,film_junkie,Film Junkie,personality,mixed,1
person_009436,injury_prone,Injury Prone,physical/availability,negative,1
person_009437,competitor,Competitor,personality,positive,4
person_009437,high_motor,High Motor,physical/availability,negative,5
person_009438,poor_discipline,Poor Discipline,personality,mixed,4
person_009438,coachable,Coachable,personality,negative,1
person_009439,transfer_risk,Transfer Risk,personality,negative,4
person_009439,competitor,Competitor,personality,negative,5
person_009440,clutch,Clutch,personality,negative,1
person_009441,nil_driven,Nil Driven,personality,negative,3
person_009442,injury_prone,Injury Prone,physical/availability,negative,3
person_009442,coachable,Coachable,personality,negative,2
person_009442,poor_discipline,Poor Discipline,personality,positive,3
person_009443,poor_discipline,Poor Discipline,personality,positive,1
person_009443,high_football_iq,High Football Iq,personality,negative,5
person_009443,locker_room_leader,Locker Room Leader,personality,positive,5
person_009444,high_motor,High Motor,physical/availability,mixed,5
person_009445,injury_prone,Injury Prone,physical/availability,negative,1
person_009445,nil_driven,Nil Driven,personality,positive,2
person_009445,clutch,Clutch,personality,positive,4
person_009446,poor_discipline,Poor Discipline,personality,mixed,1
person_009446,big_game_performer,Big Game Performer,personality,negative,3
person_009447,loyal,Loyal,personality,positive,3
person_009447,nil_driven,Nil Driven,personality,negative,5
person_009448,high_motor,High Motor,physical/availability,negative,3
person_009448,coachable,Coachable,personality,mixed,1
person_009449,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_009450,loyal,Loyal,personality,negative,4
person_009450,clutch,Clutch,personality,positive,5
person_009450,big_game_performer,Big Game Performer,personality,mixed,2
person_009451,nil_driven,Nil Driven,personality,positive,2
person_009452,raw_athlete,Raw Athlete,physical/availability,negative,3
person_009452,high_motor,High Motor,physical/availability,mixed,1
person_009452,big_game_performer,Big Game Performer,personality,positive,5
person_009453,transfer_risk,Transfer Risk,personality,mixed,3
person_009453,competitor,Competitor,personality,positive,5
person_009453,injury_prone,Injury Prone,physical/availability,mixed,1
person_009454,high_football_iq,High Football Iq,personality,negative,2
person_009455,poor_discipline,Poor Discipline,personality,negative,4
person_009455,loyal,Loyal,personality,negative,3
person_009456,film_junkie,Film Junkie,personality,mixed,4
person_009456,raw_athlete,Raw Athlete,physical/availability,mixed,5
person_009457,injury_prone,Injury Prone,physical/availability,positive,2
person_009458,loyal,Loyal,personality,negative,2
person_009459,high_motor,High Motor,physical/availability,mixed,1
person_009460,loyal,Loyal,personality,mixed,5
person_009460,clutch,Clutch,personality,negative,5
person_009461,high_football_iq,High Football Iq,personality,negative,3
person_009462,competitor,Competitor,personality,positive,4
person_009463,volatile_confidence,Volatile Confidence,personality,positive,1
person_009463,slow_learner,Slow Learner,personality,mixed,2
person_009464,poor_discipline,Poor Discipline,personality,positive,2
person_009464,big_game_performer,Big Game Performer,personality,negative,1
person_009464,locker_room_leader,Locker Room Leader,personality,positive,3
person_009465,loyal,Loyal,personality,positive,3
person_009466,poor_practice_habits,Poor Practice Habits,personality,positive,1
person_009466,injury_prone,Injury Prone,physical/availability,negative,3
person_009466,nil_driven,Nil Driven,personality,negative,3
person_009467,competitor,Competitor,personality,negative,2
person_009468,transfer_risk,Transfer Risk,personality,positive,1
person_009469,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_009470,nil_driven,Nil Driven,personality,positive,5
person_009470,film_junkie,Film Junkie,personality,negative,1
person_009471,coachable,Coachable,personality,positive,2
person_009471,film_junkie,Film Junkie,personality,negative,3
person_009472,coachable,Coachable,personality,negative,5
person_009473,injury_prone,Injury Prone,physical/availability,negative,2
person_009473,high_motor,High Motor,physical/availability,positive,3
person_009474,coachable,Coachable,personality,mixed,2
person_009475,coachable,Coachable,personality,mixed,1
person_009476,clutch,Clutch,personality,mixed,3
person_009476,nil_driven,Nil Driven,personality,mixed,4
person_009476,high_football_iq,High Football Iq,personality,mixed,4
person_009477,clutch,Clutch,personality,mixed,3
person_009477,film_junkie,Film Junkie,personality,positive,5
person_009478,locker_room_leader,Locker Room Leader,personality,positive,4
person_009478,slow_learner,Slow Learner,personality,negative,2
person_009479,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009479,volatile_confidence,Volatile Confidence,personality,positive,5
person_009480,high_motor,High Motor,physical/availability,mixed,1
person_009480,raw_athlete,Raw Athlete,physical/availability,negative,3
person_009480,film_junkie,Film Junkie,personality,mixed,3
person_009481,transfer_risk,Transfer Risk,personality,mixed,1
person_009482,poor_discipline,Poor Discipline,personality,mixed,2
person_009483,transfer_risk,Transfer Risk,personality,positive,3
person_009483,high_motor,High Motor,physical/availability,mixed,3
person_009483,nil_driven,Nil Driven,personality,positive,1
person_009484,coachable,Coachable,personality,positive,2
person_009485,transfer_risk,Transfer Risk,personality,mixed,3
person_009485,film_junkie,Film Junkie,personality,positive,2
person_009486,coachable,Coachable,personality,mixed,3
person_009486,high_football_iq,High Football Iq,personality,mixed,4
person_009486,nil_driven,Nil Driven,personality,mixed,4
person_009487,volatile_confidence,Volatile Confidence,personality,mixed,5
person_009488,competitor,Competitor,personality,negative,1
person_009488,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_009488,nil_driven,Nil Driven,personality,negative,5
person_009489,coachable,Coachable,personality,negative,2
person_009489,film_junkie,Film Junkie,personality,negative,2
person_009489,nil_driven,Nil Driven,personality,negative,1
person_009490,poor_discipline,Poor Discipline,personality,positive,1
person_009490,coachable,Coachable,personality,mixed,5
person_009490,loyal,Loyal,personality,mixed,4
person_009491,competitor,Competitor,personality,positive,2
person_009491,coachable,Coachable,personality,positive,2
person_009491,high_football_iq,High Football Iq,personality,positive,1
person_009492,nil_driven,Nil Driven,personality,negative,5
person_009493,injury_prone,Injury Prone,physical/availability,negative,4
person_009493,high_football_iq,High Football Iq,personality,positive,3
person_009493,nil_driven,Nil Driven,personality,mixed,3
person_009494,slow_learner,Slow Learner,personality,positive,2
person_009494,injury_prone,Injury Prone,physical/availability,positive,1
person_009494,volatile_confidence,Volatile Confidence,personality,mixed,4
person_009495,transfer_risk,Transfer Risk,personality,mixed,3
person_009495,big_game_performer,Big Game Performer,personality,positive,1
person_009495,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_009496,volatile_confidence,Volatile Confidence,personality,positive,3
person_009496,coachable,Coachable,personality,negative,4
person_009496,nil_driven,Nil Driven,personality,mixed,1
person_009497,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009497,loyal,Loyal,personality,mixed,5
person_009498,coachable,Coachable,personality,mixed,3
person_009498,injury_prone,Injury Prone,physical/availability,mixed,3
person_009498,slow_learner,Slow Learner,personality,positive,5
person_009499,competitor,Competitor,personality,negative,5
person_009499,nil_driven,Nil Driven,personality,negative,1
person_009499,poor_discipline,Poor Discipline,personality,positive,4
person_009500,clutch,Clutch,personality,positive,2
person_009501,clutch,Clutch,personality,mixed,3
person_009502,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_009502,big_game_performer,Big Game Performer,personality,negative,3
person_009502,high_motor,High Motor,physical/availability,negative,1
person_009503,nil_driven,Nil Driven,personality,positive,2
person_009504,competitor,Competitor,personality,negative,2
person_009504,raw_athlete,Raw Athlete,physical/availability,positive,2
person_009504,transfer_risk,Transfer Risk,personality,negative,5
person_009505,locker_room_leader,Locker Room Leader,personality,negative,5
person_009506,nil_driven,Nil Driven,personality,mixed,4
person_009506,big_game_performer,Big Game Performer,personality,negative,5
person_009507,big_game_performer,Big Game Performer,personality,positive,5
person_009507,coachable,Coachable,personality,mixed,4
person_009508,big_game_performer,Big Game Performer,personality,positive,2
person_009508,volatile_confidence,Volatile Confidence,personality,mixed,5
person_009508,nil_driven,Nil Driven,personality,mixed,4
person_009509,locker_room_leader,Locker Room Leader,personality,mixed,1
person_009509,nil_driven,Nil Driven,personality,positive,4
person_009510,injury_prone,Injury Prone,physical/availability,negative,1
person_009510,nil_driven,Nil Driven,personality,negative,3
person_009510,high_motor,High Motor,physical/availability,mixed,1
person_009511,high_football_iq,High Football Iq,personality,positive,3
person_009511,competitor,Competitor,personality,negative,2
person_009512,raw_athlete,Raw Athlete,physical/availability,positive,3
person_009513,poor_discipline,Poor Discipline,personality,positive,4
person_009513,transfer_risk,Transfer Risk,personality,negative,1
person_009513,raw_athlete,Raw Athlete,physical/availability,negative,1
person_009514,transfer_risk,Transfer Risk,personality,negative,2
person_009514,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009515,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009516,locker_room_leader,Locker Room Leader,personality,positive,1
person_009516,transfer_risk,Transfer Risk,personality,negative,2
person_009517,clutch,Clutch,personality,mixed,2
person_009517,film_junkie,Film Junkie,personality,negative,1
person_009518,high_football_iq,High Football Iq,personality,mixed,2
person_009518,high_motor,High Motor,physical/availability,mixed,2
person_009519,locker_room_leader,Locker Room Leader,personality,mixed,2
person_009519,high_football_iq,High Football Iq,personality,positive,4
person_009519,raw_athlete,Raw Athlete,physical/availability,negative,1
person_009520,high_motor,High Motor,physical/availability,negative,2
person_009520,injury_prone,Injury Prone,physical/availability,positive,3
person_009535,raw_athlete,Raw Athlete,physical/availability,positive,2
person_009535,competitor,Competitor,personality,mixed,5
person_009536,big_game_performer,Big Game Performer,personality,positive,2
person_009536,poor_discipline,Poor Discipline,personality,mixed,5
person_009537,transfer_risk,Transfer Risk,personality,negative,4
person_009537,film_junkie,Film Junkie,personality,negative,5
person_009537,slow_learner,Slow Learner,personality,negative,2
person_009538,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_009539,film_junkie,Film Junkie,personality,positive,3
person_009540,high_football_iq,High Football Iq,personality,positive,2
person_009540,film_junkie,Film Junkie,personality,negative,1
person_009541,coachable,Coachable,personality,positive,4
person_009542,volatile_confidence,Volatile Confidence,personality,negative,4
person_009543,film_junkie,Film Junkie,personality,mixed,4
person_009543,locker_room_leader,Locker Room Leader,personality,mixed,5
person_009543,big_game_performer,Big Game Performer,personality,positive,1
person_009544,competitor,Competitor,personality,positive,1
person_009544,film_junkie,Film Junkie,personality,mixed,4
person_009544,injury_prone,Injury Prone,physical/availability,mixed,3
person_009545,locker_room_leader,Locker Room Leader,personality,mixed,2
person_009545,big_game_performer,Big Game Performer,personality,mixed,1
person_009545,slow_learner,Slow Learner,personality,negative,3
person_009546,big_game_performer,Big Game Performer,personality,mixed,4
person_009546,poor_discipline,Poor Discipline,personality,mixed,1
person_009547,slow_learner,Slow Learner,personality,mixed,2
person_009547,transfer_risk,Transfer Risk,personality,positive,5
person_009547,clutch,Clutch,personality,mixed,4
person_009548,volatile_confidence,Volatile Confidence,personality,negative,1
person_009549,film_junkie,Film Junkie,personality,negative,2
person_009549,high_football_iq,High Football Iq,personality,positive,1
person_009549,transfer_risk,Transfer Risk,personality,mixed,4
person_009550,coachable,Coachable,personality,negative,2
person_009550,nil_driven,Nil Driven,personality,negative,4
